"Prov","mun","stlmtsz8","stlmtsz5","H_SETTLEMENT","H_URBRURAL","E_RESPINT","F_INTPRIVACY","E1_LITERACY","gov_trst","dem_equ","dem_imp","dem_mil_reg","eth_death","eth_poldeath_sex","eth_sex_rel","Q106","Q107","Q108","Q109","Q110","Q112","Q120","Q143","Q158","Q159","Q160","Q161","Q162","Q177","Q178","Q179","Q180","Q181","Q182","Q183","Q184","Q185","Q186","Q187","Q188","Q189","Q190","Q191","Q192","Q193","Q194","Q195","Q234","Q240","Q241","Q242","Q243","Q244","Q245","Q246","Q247","Q248","Q249","Q250","Q251","Q252","Q286","Q287","Q288","Q288R","Q291G2","Q291G3","Q291G4","Q291G5","Q291G6","Q291P1","Q291P2","Q291P3","Q291P4","Q291P5","Q291P6","Q292A","Q292B","Q292C","Q292D","Q292E","Q292F","Q292G","Q292H","Q292I","Q292J","Q292K","Q292L","Q292M","Q292N","Q292O","Q293","Q35","Q36","Q39","Q40","Q41","Q47","Q48","Q49","Q50","Q143p","Q234p","Q287p","Q47p","ML1","ML3","ML2","ML4","ML5","ML6"
608115,608074,1,1,5,2,1,2,1,-1.48177335371634,0.841923160814287,0.509317122362094,-0.907943807910025,-0.965459006695318,-0.490433415676228,-1.06713918669866,2,2,3,5,1,10,8,2,2,10,1,1,3,1,2,1,9,1,3,1,1,1,2,1,1,1,1,2,6,4,2,2,2,10,2,4,9,2,2,9,10,2,10,9,8,1,1,1,7,2,5,5,1,5,1,3,4,5,1,4,1,3,4,4,4,2,4,3,3,2,2,1,1,1,3,4,9,4,4,4,1,2,2,5,3,8,3,3,5,3,-1.01150043307054,-0.213144753949251,-1.58535458287686,0.745941276539922,-2.39482470152398,0.591071097450608
608115,608074,1,1,5,2,2,2,1,-1.21507777696395,-0.564398719846136,1.04683619445958,-1.23507552499958,-0.812551355315928,-1.17083618025755,-1.50264468740099,5,10,10,5,10,1,1,2,5,5,5,5,5,10,10,1,5,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,2,5,5,5,5,1,1,10,5,10,5,10,10,1,2,5,1,1,2,4,1,2,2,3,1,2,1,4,1,3,3,3,3,4,4,5,4,5,3,3,2,4,4,4,1,4,4,2,2,3,4,10,5,5,3,3,1,1,-1.2295467133342,-0.413272487185196,-1.3302239688869,0.551070957575616,0.499230262351236,-0.0305815783229386
608115,608074,1,1,5,2,1,1,1,-0.685252703644168,0.317278543791981,1.34113218612987,0.117089921356556,1.23371418723116,-0.562470290444856,-0.372318237886537,10,10,10,1,1,10,10,-1,10,10,1,1,10,1,1,1,3,2,6,3,2,1,9,8,10,7,6,4,2,6,1,1,1,9,9,2,8,9,7,9,3,8,10,9,10,10,2,1,9,3,3,2,1,2,2,2,3,4,2,3,2,2,1,1,4,4,2,4,1,4,3,3,3,3,4,4,10,2,2,3,2,2,1,1,10,10,NA,4,5,4,0.587976885232568,0.579730253549541,-0.820609604933156,-1.0919616720085,-0.0379300691797933,-0.851484419685465
608115,608074,1,1,5,2,1,1,1,0.852455003253693,-0.309633425301088,0.247228331017004,0.263273984788297,-1.03343053846018,-1.38414079233205,-1.39390858051375,10,1,1,9,1,10,1,1,2,6,8,10,4,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,4,5,7,9,7,10,1,8,7,9,7,7,3,3,4,2,3,3,3,3,3,3,4,2,3,3,3,2,4,3,3,3,3,3,3,3,4,4,4,4,2,1,10,3,4,2,2,2,2,10,10,6,4,3,3,3,-1.39352047933448,-0.0634289371357456,0.960607048074754,-0.117532784352885,1.30393221053575,-0.823281347271832
608115,608074,1,1,5,2,1,2,1,-0.458467982629299,1.22987134409933,1.10241700327756,1.2644040048787,0.668858628130091,0.438273388947082,0.514701987587556,10,10,10,5,1,6,5,2,9,9,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,9,6,5,9,9,9,9,9,9,9,10,9,9,2,4,5,2,4,2,2,2,2,2,4,2,2,2,2,2,4,3,4,4,4,4,4,4,4,4,2,2,4,4,10,3,2,2,2,2,3,9,10,10,3,4,2,2,0.67040407100622,1.18368990169052,-0.549549188446694,0.678161290334758,-0.341612304880133,0.500550643530759
608115,608074,1,1,5,2,2,2,1,-0.990985689426005,0.93672828443348,1.40564251409219,1.4702448825495,-1.03217912831415,-1.27105793551893,-0.441903105203553,5,5,10,5,5,5,1,1,8,8,8,8,8,1,2,1,1,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,2,8,2,5,8,10,10,8,8,8,8,10,10,8,2,5,2,1,4,4,2,4,1,2,2,2,1,3,2,3,3,4,4,3,3,4,2,2,2,3,3,2,4,4,8,4,2,2,2,3,2,5,8,8,4,3,1,3,-1.08679424700949,0.857795826464356,-1.11906343198701,0.503756256625067,-1.09958528539424,-1.04371439796956
608115,608074,1,1,5,2,2,1,1,-1.35976003107001,0.808728551291095,-1.04626215542382,0.457921607812596,-1.03343053846018,-1.38414079233205,-1.39390858051375,1,2,1,1,2,2,1,2,9,10,8,8,8,2,10,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,8,10,7,7,7,8,9,10,9,3,9,2,5,2,1,2,3,1,4,1,2,2,3,2,4,1,2,2,3,3,4,4,4,5,4,2,4,2,3,4,3,8,2,2,2,2,3,1,1,10,5,3,3,1,4,-1.30004078267161,0.83133756013594,-1.500798607397,-0.0833602360576694,-0.42528231630672,-0.385521238878323
608115,608074,1,1,5,2,2,1,1,-0.458467982629299,-0.985575346539841,-1.3840063918208,-0.619670751301031,-0.738636103893331,-1.34943473234582,-1.05995318046175,10,5,5,5,10,3,1,1,5,1,1,1,1,1,3,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,6,4,2,5,2,4,4,2,2,2,2,4,4,2,2,2,2,4,3,4,4,4,4,2,3,2,4,2,2,4,4,10,4,2,2,2,2,3,7,10,10,4,4,4,2,-1.14073649726542,-1.09285835206545,-0.484962951746302,0.623950584517434,-1.08461390038361,-1.04353769905991
608115,608074,1,1,5,2,2,1,1,-0.170850367833352,-0.567829344013631,0.314418924693694,0.127895134054912,1.08566254905242,0.234438298283867,-2.05259678474185,1,10,10,1,1,10,10,2,10,10,1,1,1,7,2,1,1,1,2,1,1,1,1,1,10,10,10,10,2,3,4,3,1,8,10,1,4,7,8,4,7,6,4,10,8,3,2,5,1,1,2,2,2,4,2,4,2,2,2,4,2,4,2,5,3,3,3,5,2,1,3,5,5,5,2,4,7,5,5,4,2,2,2,4,2,1,3,4,1,3,0.197865281976455,-0.498863745579302,-0.47960309012857,0.390626028296483,1.65225320575801,-0.731258042041002
608115,608074,1,1,5,2,1,2,1,-0.458467982629299,1.86269602004902,1.61570293229384,2.1272941178138,-1.04639299556132,-1.11846969128619,-1.27492322059539,6,10,5,1,1,10,6,1,10,10,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,10,10,10,10,10,10,10,10,10,10,10,10,10,2,3,5,2,4,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,4,2,4,2,2,10,4,2,4,2,2,3,10,6,6,4,4,3,2,-1.14609419722928,1.99316533359186,-0.503809197567815,-1.60789098233406,-0.310037857506247,-0.848365194156224
608115,608078,1,1,5,2,1,2,1,-0.458467982629299,-2.04537163643681,-1.6857481675932,-1.63952409255215,1.52355944798849,0.965518375298216,1.39951436654835,6,7,4,4,3,6,2,2,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,1,3,3,3,3,3,3,3,3,3,3,4,4,4,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,2,2,3,3,3,3,3,3,2,2,4,3,3,1,1,3,3,3,5,5,3,4,3,2,1.40876200566347,-2.14623707825262,-0.424765319564941,0.0187316324744161,0.229164166217558,1.0825429321518
608115,608078,1,1,5,2,1,2,1,-0.458467982629299,-1.98803023422409,-1.26625051567183,-1.60542911785172,-1.00755143298641,-0.737762340874264,-1.10131933957137,3,3,3,3,3,7,6,1,4,4,5,5,4,6,2,2,2,2,2,2,1,1,1,1,1,1,1,1,6,2,2,2,1,6,3,3,3,3,3,3,3,3,3,5,5,4,2,5,3,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,6,3,3,3,3,3,2,6,6,6,4,4,1,3,-1.2124257744698,-2.12527034616294,-0.516538306778067,1.10753614569053,1.67010338406253,-0.436811558237018
608115,608078,1,1,5,2,1,1,1,0.216039344796541,-1.37020572005842,-1.26324625286238,-1.12235908971105,-0.39279792645925,-1.06113727959494,-0.455485167982851,6,5,6,6,6,5,7,1,6,6,3,3,5,5,3,3,3,3,3,3,5,1,2,2,2,2,2,2,6,1,1,1,1,6,5,4,4,4,4,4,4,4,4,8,4,3,2,3,5,2,2,2,2,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,3,2,2,5,3,3,5,2,2,1,1,1,4,6,9,8,4,4,3,1,-0.733715351966676,-1.55560100616358,0.323807080295007,-1.21668886149822,0.756143997955237,-0.0389660995043693
608115,608078,1,1,5,2,1,2,1,-0.458467982629299,1.11011044963683,0.396136412811016,1.44680418403454,-0.857227644106236,-0.941052427185797,-1.08452306438281,6,3,7,3,2,10,2,2,6,7,5,7,8,7,2,1,1,1,1,3,1,2,1,1,1,2,1,1,5,2,1,2,2,5,8,9,5,9,9,9,8,9,9,9,7,7,2,3,4,2,4,4,2,4,2,2,4,4,2,4,2,3,4,4,3,4,3,4,4,3,4,4,3,3,4,4,9,4,4,4,2,2,2,5,4,6,3,3,3,3,-1.05790419359816,0.929565941263247,-0.587621592050155,0.427801866129712,0.507864500496397,-0.765852240953417
608115,608078,1,1,5,2,1,1,1,0.606567430964113,1.75485327493343,1.55637224586602,1.8053235078266,1.56244382667404,-1.07587060754563,1.24131201315142,1,2,2,2,3,4,3,3,3,3,4,4,5,5,5,6,2,3,1,5,8,10,10,10,10,2,2,3,2,2,2,2,1,1,6,6,10,10,10,10,10,10,10,10,10,10,2,2,5,2,1,2,2,2,4,2,2,4,4,4,2,2,2,2,2,2,4,4,4,2,2,2,4,4,4,4,10,2,4,4,4,2,2,1,9,5,2,4,4,3,1.12067893037396,1.72690929855345,0.757853978132932,-0.328039339115402,0.333786159462626,-0.826508450026181
608115,608078,1,1,5,2,1,1,1,0.216039344796541,-1.87935132623121,-1.3753127083422,-1.63125171287725,-0.98612088692373,-0.951537524028224,-1.39859307744652,4,4,4,3,3,5,8,1,7,8,3,3,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,8,3,3,3,3,3,3,3,3,3,8,4,3,2,3,5,2,2,3,2,3,3,2,2,2,2,3,3,4,5,3,3,3,3,3,3,3,3,3,3,5,3,3,4,2,3,1,1,1,4,7,10,10,4,4,3,1,-1.28774171237131,-2.08079517230992,0.238292395341714,0.333994219720311,1.29908600470523,-0.850332286291301
608115,608078,1,1,5,2,1,1,1,0.44282406581141,-1.91956447039379,-1.17380897925212,-1.5228683704362,-0.144937110361461,-0.547893471478184,-0.512442270790646,4,4,4,3,3,6,6,1,5,5,6,6,6,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,2,2,2,1,7,3,4,4,3,3,3,3,3,3,6,5,4,2,3,5,2,2,2,3,3,3,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,3,3,2,2,2,2,7,7,7,4,4,3,3,-0.458790481780753,-2.0257219675904,0.444783483001646,0.964598042473742,1.64596564312019,-0.246116713233657
608115,608078,1,1,5,2,2,1,1,0.88879977880621,-2.98491707333283,-2.69900977830613,-2.11126623157256,-1.02060328872782,-1.3788054712286,-1.33362235555927,2,3,2,3,3,3,3,2,2,3,2,3,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,3,2,1,2,1,2,2,1,2,-1,1,1,4,4,2,4,2,2,4,4,4,4,4,2,2,2,4,2,2,2,2,2,2,4,4,4,2,2,2,4,4,5,1,5,3,2,1,3,3,4,NA,2,-1.41384344284266,-3.07488428760529,1.00067781793616,-1.25787803347623,0.497399537882741,-0.835642718128207
608115,608078,1,1,5,2,1,1,1,0.074923170875493,0.17474974427223,0.0856037062170304,0.560118986886046,-0.97875354159711,-1.00908293342693,-1.09258680598592,7,8,9,5,5,8,5,1,5,8,7,5,7,5,8,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,2,8,7,5,8,5,9,7,6,5,9,8,7,8,2,3,5,2,3,4,2,2,4,2,3,3,2,3,2,1,1,1,1,4,4,3,3,3,4,3,2,3,5,4,10,4,5,1,1,2,2,5,8,5,4,3,3,3,-1.071775570243,0.0174903160300812,0.22559502105725,-1.87586462080113,-0.0501212821971004,-1.05748403656719
608115,608078,1,1,5,2,1,1,1,1.17816428701833,1.73834356300827,1.6259625780941,0.0048980041536987,-0.966420756459859,-1.2740717458617,-0.366420045461573,1,10,1,10,1,10,10,2,7,2,10,5,8,8,1,1,1,1,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,10,1,10,10,10,1,10,10,10,10,10,10,10,2,3,1,1,3,4,2,4,4,4,3,4,2,2,4,3,3,3,2,3,4,2,3,3,2,2,2,5,2,2,5,3,3,3,2,2,3,8,10,7,3,4,3,2,-0.94254135403004,1.3900667061591,1.4442100398138,-0.238695256443549,0.336070299956736,-1.34451548654661
608115,608085,1,1,3,1,1,1,1,-0.581354751983722,-0.790921457535993,-0.6206170608457,-0.334410535763338,0.202414731608704,0.4116751352875,-0.188344296228706,5,4,3,5,5,5,6,3,5,6,5,6,5,2,5,2,5,5,5,3,3,3,5,3,4,5,5,5,5,4,5,5,2,5,4,9,7,5,5,4,5,5,6,5,6,5,2,5,5,2,2,3,2,5,1,3,2,4,2,5,2,1,4,2,1,3,1,1,3,4,4,2,4,5,2,3,5,4,5,5,4,1,3,5,5,6,2,3,1,2,0.161754243594541,-0.746431165092476,-0.525254465654709,-1.99806558625753,1.96250360851944,0.246666106684714
608115,608085,1,1,3,1,1,2,1,0.21785853156538,0.599161711485447,0.160550851097316,1.04408840122097,-0.561844542155667,-0.867605176061998,-0.514364867420488,7,1,3,6,1,6,6,1,6,8,8,10,2,6,1,1,1,1,6,1,1,3,5,1,6,1,5,1,1,6,1,1,1,8,10,9,10,10,8,8,6,6,10,1,8,6,2,2,6,2,3,2,2,3,3,3,2,2,3,2,2,2,2,1,2,3,4,3,3,4,2,3,3,2,3,3,3,4,3,2,2,2,3,10,10,8,4,4,4,2,-0.570298113050849,0.823959541874299,0.350231525183017,-1.06236183473277,-0.540334982690293,-1.42837867210259
608115,608085,1,1,3,1,1,2,1,0.35715551871759,0.869286055297695,-0.431471645388994,-1.14526640209194,-0.932210237122016,0.199725514752761,-0.573360935564008,10,10,10,1,1,10,10,1,10,10,5,5,5,5,5,5,1,1,1,1,1,1,10,1,1,1,1,1,5,5,5,5,1,7,5,5,3,1,1,10,10,5,10,10,5,5,2,2,10,3,2,2,2,2,2,2,2,2,2,4,4,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,10,4,2,1,2,2,2,8,8,10,4,4,4,3,-0.554332759882678,-0.270246914565309,0.523644033838853,-2.71934339197839,-1.41877554364974,-0.637700110203312
608115,608085,1,1,3,1,1,1,1,-0.00489854059956209,-0.055686046921274,0.70549985132752,-0.492206869988246,1.16261466282527,0.632470554898018,0.391737046668561,5,4,8,4,5,6,5,1,7,7,6,6,5,7,5,5,5,5,5,5,5,7,5,5,5,9,6,6,5,5,5,5,2,6,4,6,5,5,5,5,5,5,10,7,9,6,2,5,4,2,2,2,4,2,2,2,2,2,2,4,2,3,2,2,4,2,2,3,2,4,4,4,2,4,3,2,4,4,2,2,2,2,2,5,4,4,4,3,1,3,0.963500676261491,-0.562720224855457,-0.0485221024872022,-0.775872470300725,0.863732129786292,0.371005230371266
608115,608085,1,1,3,1,1,2,1,-0.458467982629299,1.86269602004902,1.61570293229384,2.1272941178138,-0.981368487489827,-1.07835484238116,0.204200577193191,1,1,1,3,1,3,10,2,9,10,2,1,9,1,10,1,1,1,10,1,1,5,7,1,1,1,1,1,1,1,1,3,1,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,7,2,3,3,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,3,2,2,2,2,3,3,1,2,10,4,2,2,1,2,1,10,10,1,3,4,4,4,-0.7108250538001,2.12264077100583,-0.421872653653856,-1.62993510827438,-0.583461379657959,-1.25453421388276
608115,608085,1,1,3,1,2,2,1,-0.314659175231326,0.426625262827728,0.430004970832914,-0.494375681111652,-1.0992470530936,-0.667916217974053,-0.294365720369618,10,8,7,5,5,8,8,2,4,7,8,3,7,1,1,1,1,1,8,1,1,1,5,1,1,1,1,1,1,1,3,5,1,8,10,8,9,7,3,9,4,4,10,10,7,10,2,3,4,2,4,4,2,4,2,3,4,2,2,2,2,2,2,2,2,4,2,3,4,4,2,2,4,4,2,2,7,4,4,2,2,2,3,8,9,5,3,4,3,2,-0.91783640771172,0.391648933358995,-0.23578816428821,-1.41292851265379,0.792811376478984,-1.1541620959081
608115,608085,1,1,3,1,2,1,1,-0.231683261614431,1.73834356300827,1.6259625780941,0.0048980041536987,-1.03343053846018,-1.38414079233205,-1.39390858051375,1,10,10,1,1,10,9,1,10,5,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,1,10,10,10,10,10,10,10,2,2,5,2,3,3,3,3,2,2,3,3,2,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,4,3,2,2,2,2,10,10,10,4,4,4,3,-1.28300249466622,1.5840438472681,-0.310578704429887,-0.834093293199617,0.00420880278459607,-0.828754722489725
608115,608085,1,1,3,1,2,2,1,-0.458467982629299,-0.412339756552354,-0.256953090941474,-0.0934166744886067,0.715322921666187,0.740546515297934,0.768409052368341,6,6,5,5,5,6,5,2,5,6,6,6,5,6,6,5,5,5,6,6,5,5,5,5,5,5,5,6,5,5,6,6,1,6,6,5,6,6,6,6,6,6,5,10,6,6,2,5,4,2,3,2,2,4,2,2,3,2,2,4,2,3,3,5,5,3,5,3,5,3,3,4,1,3,3,3,6,3,2,4,2,2,1,6,6,6,3,4,1,4,0.72345192998365,-0.369711603490315,-0.560434821123701,1.39187605369396,-0.550079189083376,0.370842004652114
608115,608085,1,1,3,1,1,1,1,0.852455003253693,0.952987304931723,0.383809356746582,-1.40939849100969,-0.593506122381669,-0.607315528243558,0.362327869684206,9,2,5,3,5,10,4,2,7,7,7,2,2,1,1,1,1,1,10,1,1,8,5,1,5,1,1,1,1,5,1,5,1,4,8,0,10,8,0,10,8,9,10,10,7,7,2,2,6,2,3,3,3,4,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,2,3,3,3,3,5,4,1,1,1,4,2,9,8,7,3,4,4,3,NA,NA,NA,NA,NA,NA
608115,608085,1,1,3,1,2,1,1,2.16337798913669,-3.22876004167882,0.495038377495581,-2.96163211384817,-1.03343053846018,-1.38414079233205,-1.39390858051375,1,5,1,5,10,5,5,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,10,10,10,2,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,2,2,2,2,4,2,3,4,3,3,0,4,1,4,1,1,3,10,10,5,4,4,1,2,NA,NA,NA,NA,NA,NA
608080,608010,1,1,3,2,2,1,1,-0.679405868025403,-2.09836384575286,-0.874998891041719,-2.38474276754728,-1.03343053846018,-1.38414079233205,-1.39390858051375,10,10,10,1,1,9,5,1,5,5,5,5,5,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,10,1,1,1,1,10,5,10,5,5,2,3,5,2,2,2,4,1,1,2,2,2,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,9,1,1,1,3,3,1,5,5,5,4,3,3,4,-1.42992879445849,-1.14406874468394,-0.726479511257214,1.36144204574505,1.58268722594761,-0.921868399821397
608080,608010,1,1,3,2,1,2,1,-0.458467982629299,-0.333537042501291,-0.222798766048208,-0.155398441620141,-0.862761522190047,0.466091796696472,0.459684195359661,5,5,5,5,6,8,4,1,9,9,2,5,2,6,5,2,2,2,9,1,2,3,8,1,2,1,1,1,5,6,4,9,1,5,5,6,6,6,5,5,8,8,5,6,7,7,2,5,5,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,4,4,3,3,2,4,3,3,4,3,1,1,9,2,2,1,2,2,2,5,8,6,4,4,1,3,-0.274804683214991,-0.101801213972297,-0.474954167831553,-0.780584704341395,0.69408819685566,-0.895406620697211
608080,608010,1,1,3,2,1,2,1,-1.76939096851229,-0.89656129500447,-0.280731165682171,-0.521522017037195,0.668858628130091,0.438273388947082,0.514701987587556,3,8,5,5,5,7,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,6,5,5,5,5,5,5,5,5,5,6,7,8,2,3,5,2,3,3,1,1,1,1,2,1,1,2,1,2,4,4,4,2,3,3,4,3,2,4,3,3,1,1,6,3,2,1,1,1,1,6,6,6,4,4,3,4,0.547370749000849,-0.837667673302841,-1.9368507608803,0.444238358169594,-0.226544150808044,0.503388773864738
608080,608010,1,1,3,2,2,1,1,-0.231683261614431,-3.00632144656965,-1.49038342663148,-2.62321436418412,-1.03343053846018,-1.38414079233205,-1.39390858051375,5,5,5,5,5,5,5,1,5,8,7,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,5,2,5,1,1,2,2,3,2,2,2,3,2,2,2,2,4,4,3,4,4,4,3,4,3,4,4,4,4,1,1,5,4,1,1,1,1,1,5,6,5,4,4,1,4,-1.50032294860696,-3.30691028460206,-0.169386341027461,0.779512341361625,1.44850575285255,-0.878458100116086
608080,608010,1,1,3,2,2,2,1,-0.288950075210498,1.27436879056962,-0.205807458729121,1.45826709573909,0.545685473978834,0.499021865967018,0.49704141099181,7,7,7,7,7,9,3,1,5,5,5,5,5,5,5,1,8,10,10,1,5,5,5,5,5,5,5,5,5,5,5,5,1,6,9,9,9,9,9,9,9,9,9,10,5,5,2,5,4,2,4,4,4,4,4,1,1,1,1,1,1,4,4,4,2,3,4,4,3,3,3,2,4,4,3,3,9,4,4,4,4,4,1,7,7,10,4,4,1,4,0.591724397599572,1.36951889803396,-0.364782130115126,0.724044500646791,1.241868406667,0.747379421517828
608080,608010,1,1,3,2,1,1,1,-1.27591067074503,1.86269602004902,1.61570293229384,2.1272941178138,-1.03343053846018,-1.38414079233205,-1.39390858051375,1,5,1,5,5,6,5,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,10,10,10,10,10,10,10,10,10,10,10,10,2,5,1,1,4,2,2,2,2,1,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,1,1,1,1,1,2,10,10,10,4,4,1,3,-1.27664874444576,1.98633664108063,-1.39963797282814,-0.0567130169143869,0.115215404912884,-0.862769420988246
608080,608010,1,1,3,2,2,1,1,-0.679405868025403,-2.09836384575286,-0.874998891041719,-2.38474276754728,-1.03343053846018,-1.38414079233205,-1.39390858051375,10,10,10,1,1,9,5,1,5,5,5,5,5,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,10,1,1,1,1,10,5,10,5,5,2,5,2,1,2,2,4,1,1,2,2,2,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,9,1,1,1,3,3,1,5,5,5,4,3,1,4,-1.42992879445849,-1.14406874468394,-0.726479511257214,1.36144204574505,1.58268722594761,-0.921868399821397
608080,608010,1,1,3,2,1,1,1,-0.458467982629299,-0.848826711347499,1.00322412951628,-0.559758473916673,-0.809098553258456,-1.34516364690892,-0.0248994722104886,8,9,1,1,1,5,5,1,5,5,5,5,5,5,5,5,4,4,5,4,3,4,3,1,1,1,1,1,1,1,1,1,1,6,5,5,4,4,5,4,5,4,5,10,10,10,2,5,3,1,4,2,2,3,2,2,4,2,2,3,2,4,4,4,3,3,4,4,4,3,4,4,4,4,1,1,9,4,4,1,1,1,1,7,7,6,4,4,1,4,-0.929079834672246,-0.964612363233649,-0.430640387972259,1.07434144303399,1.25421570706677,0.236286707016225
608080,608010,1,1,3,2,1,2,1,0.216039344796541,0.122199953225088,0.576668482165785,0.382621259905773,0.926903840333252,0.291393153519347,0.0434853072000947,6,6,7,6,5,8,3,3,7,8,3,7,8,6,4,4,5,3,6,4,5,5,3,3,7,7,6,7,3,6,4,3,1,6,6,6,7,7,7,7,6,6,7,10,8,8,2,2,3,1,3,3,2,2,3,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,9,4,3,1,1,1,2,5,5,5,2,4,4,3,0.663357096578216,0.120073385398052,0.258352930468276,-0.446769867000644,0.50626900257622,0.0948473827543593
608080,608010,1,1,3,2,1,2,1,-0.458467982629299,-0.814921210412594,-0.306931542251714,-0.513358634560535,-1.02427076136734,-1.30712584586434,-1.16880460311861,2,5,5,5,5,8,5,1,10,10,10,5,5,1,2,2,3,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,7,5,5,4,4,5,5,6,4,5,6,7,7,2,3,4,2,2,2,2,2,2,2,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,5,3,4,3,1,3,3,5,10,1,4,4,3,2,-1.3327903338884,-1.12052289353123,-0.511744977527797,1.25709224572974,1.58933476067178,-0.316984860221665
608080,608013,1,1,5,2,1,1,1,-0.00489854059956209,0.937979801900704,0.957864633721349,-0.695179774249741,-0.0291260344142948,-0.480326605411773,3.09756661672517,2,3,6,2,2,9,2,1,10,8,7,6,10,7,2,2,1,1,10,10,10,10,10,1,1,1,2,2,2,7,2,2,2,9,9,2,8,8,2,9,9,9,9,9,9,7,2,4,3,1,4,4,4,4,2,2,4,2,2,4,2,5,4,2,3,2,4,4,2,2,2,4,4,2,4,4,8,4,2,1,1,1,2,2,10,2,4,3,2,3,0.491660649002141,0.887898640410588,0.219496804188289,0.877423106103003,-0.726548647152347,-1.60187077967393
608080,608013,1,1,5,2,1,1,1,-0.829061511042142,0.619854152466329,0.903415385470778,0.165740031680238,2.49185491201087,1.57808651632675,2.18539105522147,10,5,1,2,5,3,4,1,10,6,6,1,2,8,7,6,6,7,7,7,10,10,10,10,9,9,9,8,6,8,8,7,1,6,8,6,10,8,6,6,7,8,10,8,9,10,2,5,4,2,3,4,1,4,2,1,3,3,2,4,2,4,4,4,3,2,4,4,3,4,4,4,4,4,4,4,10,4,3,2,2,3,2,6,8,6,4,4,1,3,2.48341191922138,0.938609313422576,-0.881043692022726,1.18985883605849,1.50414924851092,0.305626055268974
608080,608013,1,1,5,2,1,2,1,-1.62558216111432,-0.659361080271191,-2.27362831605956,-1.70587023458181,-0.641424805475439,-0.571743733324974,-1.34151330036653,6,6,1,1,1,6,6,1,6,6,1,7,1,1,6,6,6,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,2,10,7,2,6,6,1,6,6,6,6,6,1,6,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,4,3,1,3,3,1,1,6,1,2,2,1,1,1,1,5,6,4,3,5,4,-0.917137446280699,-0.930838212204729,-1.57748180261357,-2.6610365712032,0.151609618333331,0.896688882686973
