"Prov","mun","stlmtsz8","stlmtsz5","H_SETTLEMENT","H_URBRURAL","E_RESPINT","F_INTPRIVACY","E1_LITERACY","gov_trst","dem_equ","dem_imp","dem_mil_reg","eth_death","eth_poldeath_sex","eth_sex_rel","Q106","Q107","Q108","Q109","Q110","Q112","Q120","Q143","Q158","Q159","Q160","Q161","Q162","Q177","Q178","Q179","Q180","Q181","Q182","Q183","Q184","Q185","Q186","Q187","Q188","Q189","Q190","Q191","Q192","Q193","Q194","Q195","Q234","Q240","Q241","Q242","Q243","Q244","Q245","Q246","Q247","Q248","Q249","Q250","Q251","Q252","Q286","Q287","Q288","Q288R","Q291G2","Q291G3","Q291G4","Q291G5","Q291G6","Q291P1","Q291P2","Q291P3","Q291P4","Q291P5","Q291P6","Q292A","Q292B","Q292C","Q292D","Q292E","Q292F","Q292G","Q292H","Q292I","Q292J","Q292K","Q292L","Q292M","Q292N","Q292O","Q293","Q35","Q36","Q39","Q40","Q41","Q47","Q48","Q49","Q50","Q143p","Q234p","Q287p","Q47p","ML1","ML3","ML2","ML4","ML5","ML6"
608117,608063,2,1,5,2,1,1,1,-1.27591067074503,0.0395780984997986,-0.503877584426996,-0.629509985479842,-0.440761552587835,-0.354997428885036,0.0968575055957022,2,3,5,8,7,10,3,1,2,9,8,3,8,9,8,2,3,4,2,7,2,1,6,2,3,2,5,2,2,3,2,9,2,10,9,2,8,7,5,7,5,8,9,9,5,8,3,5,2,1,4,1,2,5,2,1,3,1,1,5,1,2,2,3,3,2,2,4,2,2,3,2,2,4,1,1,7,5,1,2,1,1,1,9,9,8,4,3,1,4,-0.429004653104636,0.229432573121725,-1.43871548249669,-0.809867529159588,-0.0949757968450026,-0.125849671688972
608117,608063,2,1,5,2,1,1,1,-0.458467982629299,-0.260892650030096,-0.0464602854182338,-0.901738422648799,-0.44402571519283,-0.763721230923089,-0.255101664122049,3,9,7,4,4,8,3,1,2,3,4,5,8,6,4,3,2,5,3,2,2,7,5,2,2,2,2,2,4,3,1,3,1,7,7,6,8,6,3,2,8,7,7,8,7,5,2,5,3,1,1,2,2,5,2,2,2,2,2,5,2,2,4,4,4,2,4,4,3,4,2,2,3,3,2,4,2,4,4,1,2,2,1,8,9,8,4,4,1,4,-0.458131171570682,-0.141300767940929,-0.56101545310647,0.965377712918083,0.00979311029963546,-0.65626919107183
608117,608063,2,1,5,2,1,2,1,0.320810743165074,-0.567756291636518,-0.622899441754195,-0.0643090828449478,-0.636184171863934,-0.694814338914458,-0.036542886519792,4,5,5,2,2,5,5,1,5,4,5,5,6,6,4,3,6,5,5,4,2,1,7,2,2,2,2,1,2,3,2,4,1,5,5,4,7,4,8,5,5,7,8,5,6,5,4,2,5,2,3,3,3,5,3,3,4,4,1,5,3,2,3,4,3,2,4,4,4,3,2,4,3,2,4,4,10,3,4,2,1,1,1,10,10,5,4,4,4,4,-0.626433887417129,-0.390134514717051,0.316673491463777,0.22011660808009,-0.825735391220856,0.386662327150549
608117,608063,2,1,5,2,1,2,1,-0.951948280396564,0.948481407687069,1.03272892010803,0.241344764611227,0.581372268412369,0.552779428494155,1.17279409630814,6,4,1,2,3,8,4,1,5,6,9,8,10,8,4,2,9,8,9,2,8,7,4,3,8,3,2,3,7,2,6,9,1,10,6,3,9,9,6,7,9,9,9,10,9,5,2,5,1,1,4,4,1,2,1,2,2,2,2,5,2,4,4,3,5,2,3,1,2,2,4,5,4,2,2,2,10,1,4,1,1,2,2,7,6,1,4,4,1,3,0.787222324756087,1.07900658956845,-0.944362039798229,0.528933413140155,-0.0324546011122047,0.75101353558018
608117,608063,2,1,5,2,1,2,1,0.216039344796541,0.678537166891675,0.239599956524564,1.22422493217953,-0.928532892915105,-1.1225615947009,-1.24781285589787,5,4,8,5,9,10,5,1,5,3,1,5,5,2,1,1,1,5,1,1,1,1,3,1,2,1,2,1,1,2,2,1,1,9,10,9,8,10,8,10,6,7,9,2,8,5,2,4,5,2,4,4,2,3,3,2,2,4,2,4,3,4,5,3,4,3,4,1,4,4,3,4,4,4,5,5,5,2,5,1,1,1,1,8,9,5,4,4,2,4,-1.10994563751409,0.825113407053298,0.308870685847761,0.833598759058142,1.35229827213451,-0.859409754269074
608117,608063,2,1,5,2,1,2,1,-0.72247092590477,-1.0270408067059,-0.250955047182852,1.18774189212122,-0.387984147664341,-0.601512817374463,-0.735871408795296,6,9,8,5,3,9,5,1,6,10,5,3,1,4,7,3,4,6,2,3,3,1,4,2,1,3,1,4,5,1,3,1,3,3,2,4,7,9,10,8,5,2,1,2,8,2,4,5,4,2,3,1,2,4,2,3,2,5,2,5,1,2,1,2,2,4,3,5,4,2,2,3,1,3,2,2,9,2,5,1,2,2,3,7,8,4,4,2,1,2,-0.6611031871682,-1.09549980352784,-0.882202678498312,-1.27792905007942,-1.20647590427555,0.574660885055148
608117,608067,1,1,5,2,1,1,1,-1.1111798253035,0.238652732049727,1.36147756898801,0.819646369865108,-0.998400323961966,-0.998596717363674,-0.837140710169645,5,5,3,5,5,10,5,1,5,10,5,10,10,5,5,5,3,5,5,2,1,1,1,1,2,1,4,1,1,1,3,1,1,7,7,6,5,10,10,2,5,5,10,10,10,3,2,5,5,2,4,1,2,5,1,4,4,2,1,5,1,4,2,2,2,4,2,4,4,4,2,2,2,2,2,3,2,4,4,4,2,1,3,8,10,5,4,4,1,2,-1.05443237935003,0.0981063211531251,-1.27753661886964,-1.00566702304988,-0.863933059481087,0.284242429672268
608117,608067,1,1,5,2,1,2,1,0.890546672222382,1.06593188967908,1.14163724692179,1.54710612047828,1.53719896646269,1.8414331168261,1.35226152580429,10,1,10,7,1,9,7,1,10,8,7,5,4,5,7,10,10,1,9,7,10,7,1,1,7,10,10,10,8,1,10,10,1,9,10,10,10,10,8,10,8,7,7,10,9,4,4,4,1,1,2,4,2,4,4,2,2,2,2,4,4,4,2,4,4,1,4,2,4,2,2,2,2,2,4,4,6,4,1,4,2,4,1,8,4,2,4,4,2,4,1.70385777154597,1.40751475312842,0.921059067464344,0.226700381080455,-1.04905097510161,1.70531863013263
608117,608067,1,1,5,2,1,2,1,1.75192786492556,-0.606863222581356,1.24869354855124,0.0460845199572742,-0.370034864006727,-0.0312548639196439,0.442114153085202,10,5,5,1,1,10,10,2,1,10,1,1,1,1,5,2,10,2,1,1,5,10,10,1,1,1,1,1,10,10,1,1,1,1,10,1,10,10,10,1,1,1,10,10,10,1,2,4,1,1,4,4,4,4,4,2,2,2,2,5,5,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,10,1,4,1,1,1,2,10,1,1,3,4,2,3,0.101520022291021,-0.306445334651763,1.90080703910123,-3.33256165750253,-2.36133221679647,0.361971427220207
608117,608067,1,1,5,2,2,1,1,0.0931525754421188,0.144277570078798,-0.842722995622795,0.388315083704427,0.868231474846106,0.672133514040324,1.10556175416658,5,4,5,4,5,5,4,1,10,8,5,10,5,5,4,5,5,5,9,5,5,8,6,5,5,5,6,8,5,5,5,5,2,6,5,5,10,5,7,8,9,5,6,6,5,5,2,2,5,2,4,3,2,4,2,3,3,4,2,4,3,3,3,3,3,2,3,2,3,2,3,2,3,3,3,2,5,4,4,2,4,2,3,5,6,4,4,3,4,2,1.01561021645432,0.0494872997651351,0.236292089304707,-0.417822897109845,-0.119931238412379,0.151146344829868
608117,608067,1,1,5,2,1,2,1,-0.458467982629299,0.452823334614775,1.44891859562415,0.895486644725254,0.581304256712516,0.495848034952496,-0.687402282662846,5,4,4,5,4,5,8,2,8,6,4,6,4,5,4,4,5,6,1,3,1,4,8,2,7,6,6,8,2,1,5,10,1,6,10,10,10,8,7,10,4,8,8,10,10,10,2,2,8,3,2,2,2,2,2,2,1,2,2,2,2,2,4,4,2,4,4,4,4,3,4,2,4,4,4,4,5,4,2,2,2,2,1,5,8,10,3,4,4,4,0.43311276843742,1.10502248597891,-0.577112987679172,0.406325818239496,1.34808409006236,0.316794790451703
608117,608067,1,1,5,2,1,1,1,0.218731978273467,0.521212877171137,0.526246185853452,-1.17647874913698,-1.10644754094397,-0.891731595640163,-0.512491675224018,5,8,10,6,1,10,9,1,8,10,8,9,9,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,7,1,1,1,2,7,8,5,9,1,1,9,9,9,9,10,8,5,2,2,5,2,4,2,2,2,4,3,2,2,2,4,2,4,4,3,3,3,4,3,3,3,3,3,3,4,3,3,4,4,4,1,1,1,3,8,8,6,4,3,4,2,-1.07124684530267,0.473809334476647,0.384665766092884,0.518064469204621,0.603961803279145,-1.10714420692424
608117,608067,1,1,5,2,1,1,1,0.0341388684298793,-3.23568705542055,-3.16837403431699,-2.75959426298583,0.496513372868539,-0.606628278410572,0.246307463548426,1,1,1,1,1,10,10,2,1,1,1,1,1,10,10,1,10,10,10,1,1,10,10,4,3,5,2,10,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,10,2,2,1,1,3,3,3,2,2,2,2,3,3,3,2,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,10,4,4,4,1,1,3,6,8,10,3,3,4,2,0.198736487906747,-3.53703686511233,0.122723061714213,0.477996093698991,1.64848064149101,0.943037888248385
608117,608067,1,1,5,2,1,2,1,-1.76939096851229,1.00817173867412,-0.702374954295003,0.0488210604314256,1.57303628319406,0.575291385220757,1.70981124375797,10,10,10,1,1,10,1,1,10,10,10,10,10,5,5,-2,4,4,7,7,7,8,8,8,8,6,6,6,2,10,2,10,1,10,5,5,5,5,5,10,10,10,10,5,5,5,2,5,2,1,5,5,1,3,1,1,1,1,1,1,1,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,10,4,4,1,1,1,4,5,5,1,4,4,1,1,NA,NA,NA,NA,NA,NA
608117,608067,1,1,5,2,1,2,1,1.03260858620418,-1.44789796709813,0.0966679665341196,0.17489353756646,-0.645309463701524,-0.690631591505489,1.16445723303464,7,6,4,5,5,8,7,2,4,1,1,3,10,1,4,5,1,1,10,1,5,10,5,1,1,1,10,1,1,1,1,10,1,5,10,1,1,5,10,5,2,5,4,8,8,8,4,3,3,1,3,3,2,2,2,3,3,3,4,4,4,2,2,2,3,2,2,2,4,4,4,2,4,3,2,4,0,1,4,4,1,1,3,10,5,6,3,4,3,2,-0.228571948422374,-1.07573653577651,1.3506757155242,-1.26867263659079,1.04161963116473,-1.09463112506475
608117,608067,1,1,5,2,1,2,1,0.301707891890362,0.579973881079469,-0.304380234085334,-0.138332036330813,2.75097756334178,2.37989999508443,1.85694401862982,10,5,7,1,5,7,6,1,10,5,1,5,2,5,10,10,7,10,6,5,10,10,10,10,10,10,10,10,7,9,10,10,2,6,4,5,9,10,5,8,5,5,10,9,5,7,3,2,5,2,2,3,3,4,4,2,3,3,2,2,2,2,1,3,2,3,4,4,3,3,4,3,4,3,3,2,5,2,2,2,2,2,3,5,10,10,4,3,4,2,2.80342808840133,0.321147684271045,0.335528897559265,-0.787502541263018,0.961361801220066,1.38397388441424
608104,608007,1,1,5,2,1,1,1,-0.866279733302744,0.682640690030071,1.30257399169245,0.626552956500606,-1.10879891990176,1.35764122448192,-0.513932827829234,1,10,10,5,5,5,8,1,7,3,3,3,3,2,2,10,10,10,5,1,1,1,1,1,1,1,10,1,8,8,8,8,1,9,8,2,2,8,8,8,8,8,8,10,10,8,3,3,3,1,3,3,2,4,2,2,4,3,2,5,1,1,4,2,4,2,2,2,2,2,4,2,2,2,4,4,10,1,5,2,2,2,3,5,5,5,4,4,3,2,-0.439063609172886,0.373225128547463,-1.0646505506693,-1.20898048893867,-0.626344198122239,2.95011534575012
608104,608007,1,1,5,2,1,1,1,0.0740497241674068,0.0656211311486768,-2.46726616723627,-0.615734755683868,0.367369159115227,0.0195747953450495,1.22492597461232,2,10,1,3,2,5,8,2,10,10,9,6,5,5,5,4,6,7,7,9,8,4,1,3,1,4,6,8,2,3,4,5,1,10,2,1,3,4,6,7,8,9,10,2,1,4,2,5,1,1,4,4,2,2,3,2,3,2,3,4,2,1,2,3,2,3,5,1,4,2,3,5,1,4,2,1,10,4,2,4,2,2,1,8,1,1,3,4,1,4,0.277065120394155,-0.656668162751915,0.315767517429085,-0.782101501513692,-0.315261041081921,1.02476848035805
608104,608007,1,1,5,2,1,1,1,-0.231683261614431,0.718651900198248,0.960659579739275,0.287455873064144,-0.975907992383824,-0.788675560981182,-1.23907260428562,2,10,2,2,2,8,8,1,2,8,2,1,1,2,1,1,8,2,1,1,1,1,1,1,2,1,1,1,1,1,3,5,2,1,8,7,2,8,5,8,8,7,8,9,9,9,2,3,4,2,4,2,3,3,2,2,4,2,2,4,2,2,2,4,4,2,4,4,3,3,2,4,2,2,2,2,10,4,4,4,2,2,3,9,10,3,4,3,3,2,-1.14871838126165,0.16981890829069,-0.453616251069144,0.267109472107573,-1.05928393500013,0.627451920831704
608104,608007,1,1,5,2,1,1,1,-1.13210186334705,-1.21003303251763,-1.00918729319118,-1.35772323947167,0.079906906663617,-0.839654295112108,-0.294305470627615,5,3,8,4,3,3,3,1,10,3,3,8,9,9,2,3,4,1,1,4,5,2,8,2,1,5,5,5,1,2,2,1,2,7,3,7,8,6,3,2,2,9,8,4,5,8,2,3,4,2,3,2,2,4,2,2,3,2,1,4,1,2,4,4,4,2,4,2,4,3,4,4,4,3,4,4,10,2,4,2,2,3,2,10,10,5,4,3,3,3,-0.383235090654224,-0.721461062540782,-1.15650317308694,0.735895910092211,0.725002466395845,-0.0739946656539941
608104,608007,1,1,5,2,2,2,1,0.216039344796541,0.481280996205042,-0.166157666919032,-0.235624622369602,-1.03343053846018,-1.38414079233205,-1.39390858051375,10,10,10,1,2,2,8,2,2,3,10,1,6,10,5,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,9,1,1,5,5,10,9,8,8,5,7,5,2,5,3,1,3,3,2,3,3,2,4,2,2,3,3,2,4,4,4,3,4,4,4,4,3,1,4,2,4,4,10,2,2,4,2,2,4,1,3,2,3,3,1,1,-1.37198667176549,-0.172825174380982,0.190673384394564,0.903975090184351,0.186133742415077,-0.525341675246464
608104,608007,1,1,5,2,1,1,1,-0.0479635984789296,-0.49831777820558,0.366049765473682,-1.06453027423213,-0.787501661836936,-0.978856118688162,-1.03916595045622,5,7,4,2,1,5,9,2,9,8,5,8,5,9,5,5,4,9,5,1,1,1,1,2,2,2,1,1,5,2,1,1,1,10,4,4,4,5,3,3,7,7,6,10,8,10,2,3,5,2,4,2,2,4,3,3,4,2,2,3,2,2,4,4,3,2,4,4,4,4,4,2,4,3,4,4,10,4,4,5,2,2,2,10,6,5,3,4,3,3,-1.00768200535826,-0.72585452140467,-0.112196076672009,0.565211422328293,0.981799092648518,0.786173322516004
608104,608007,1,1,5,2,1,1,1,0.177947675827853,-0.304421946062039,1.05430372346863,-0.103798967061366,-0.568841217337748,-0.0917997355256526,-1.33781918865777,1,5,7,2,1,9,8,2,9,8,3,6,2,10,1,1,1,10,1,1,1,1,1,1,1,6,9,1,1,7,1,10,1,6,10,7,7,9,5,3,6,6,6,8,10,9,4,5,1,1,3,2,3,3,2,3,4,2,3,3,2,4,2,4,4,3,3,3,3,3,4,3,4,4,3,4,10,4,4,2,2,2,2,8,2,1,3,4,1,3,-0.627405907226311,-0.0112722710367382,-0.0201720043372907,0.0667951352320772,1.5411138573303,-0.282925897155388
608104,608007,1,1,5,2,1,1,1,-0.602276790027273,-0.373872595889418,1.30814956082079,-1.64229213527354,-0.678585732397459,-1.37336972341029,-1.45995123504996,8,8,1,2,1,5,1,2,9,2,2,9,8,1,1,2,3,7,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,10,2,1,8,8,1,8,1,1,9,10,10,2,2,3,2,1,4,2,2,4,2,1,4,2,2,4,2,4,2,4,4,4,4,2,2,2,2,2,2,2,4,4,9,4,4,4,4,2,4,1,1,1,3,4,3,1,-1.16344155103841,-0.889854103195671,-0.602205780035754,0.43171776930596,-1.34618262782418,-0.0432752200415676
608104,608007,1,1,5,2,1,1,1,-1.76939096851229,1.2653728762976,1.45816666927555,1.27117055126837,1.89699370237656,1.03590858843828,2.78945875401089,1,1,10,1,1,10,1,1,10,10,1,9,8,9,8,8,8,8,10,9,10,9,9,10,7,9,10,1,9,2,8,9,1,10,1,2,10,9,10,10,8,2,10,10,10,10,2,5,3,1,4,1,1,4,1,1,4,1,1,1,1,2,4,2,4,2,4,4,2,4,2,1,2,2,4,4,9,4,1,4,1,1,4,9,2,2,4,4,1,1,2.02558855624952,0.628981695830185,-1.79938440271171,0.64532971986689,-1.14686272515247,1.0570920383282
608104,608007,1,1,5,2,1,1,1,-0.191772405876903,1.41416499697718,1.52809350953768,0.179343545013729,-1.02667201681211,-1.32234032543151,-1.39457779436129,5,8,3,4,4,4,4,3,9,9,10,10,9,8,10,7,1,7,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,10,5,10,2,9,3,7,10,7,10,10,10,10,2,3,3,1,3,2,2,2,3,2,3,2,2,4,2,3,4,3,4,3,4,3,3,3,3,4,2,3,3,3,9,2,5,3,2,2,3,10,10,9,2,4,3,2,-1.26079301196908,0.455714049475836,-0.277083870347033,0.581797328666323,-0.137432778868059,0.327621579961992
608104,608012,2,1,5,2,1,1,1,-0.544136529723119,-0.419123052818241,-1.99304656326494,-1.13990733604521,0.919798547973485,1.06030514339823,0.47160377910113,1,2,1,5,1,1,10,1,1,1,1,1,1,3,7,2,3,1,5,3,4,8,9,5,5,7,7,6,5,4,9,3,3,6,1,4,5,4,3,8,5,4,7,9,1,4,4,3,5,2,4,2,1,4,1,2,4,2,2,4,3,2,2,4,4,2,3,2,4,3,3,4,3,3,3,3,5,4,4,4,2,2,3,7,10,3,4,2,3,2,0.876053020262122,-1.01301240154498,-0.490929266491095,-0.318910139095257,0.0672918699323504,-0.825313731774061
608104,608012,2,1,5,2,1,2,1,0.35715551871759,-1.64286831969867,-1.53807522857517,-1.10510350248123,-0.981318376034188,-0.921108564893888,-0.947046694961167,8,2,7,2,1,5,3,1,4,6,8,5,9,3,3,1,3,3,3,3,1,1,1,1,1,1,1,1,8,1,1,1,1,8,5,4,4,4,4,4,4,3,3,5,4,4,2,3,9,3,4,3,2,4,2,2,4,2,2,4,4,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,2,2,10,2,9,4,4,3,3,-1.12958340176286,-1.75502574809507,0.38180324965577,-1.82590715391075,-0.0146351192953528,-0.205818605390998
608104,608012,2,1,5,2,1,1,1,-0.421249760368697,0.318585407497263,-1.25698572881658,1.62981292150816,2.64455839928014,-0.735198501286256,1.94072773576716,3,10,1,3,2,9,9,1,10,9,3,2,3,8,2,1,1,2,9,9,10,10,9,8,10,10,10,10,1,1,1,1,2,10,10,9,9,9,9,9,10,2,2,9,3,6,2,5,2,1,4,1,1,2,2,1,3,2,2,3,3,5,4,3,5,3,3,3,2,1,2,4,3,4,4,5,10,5,4,4,1,1,2,8,8,5,4,3,1,3,1.86689830928391,0.180867319791275,-0.393540251207094,1.37975297454497,-0.141267262672986,-1.68061725460967
608104,608012,2,1,5,2,1,1,1,-0.458467982629299,-0.524470728800368,-0.936073207923539,-0.906555529922917,-0.343427467155845,0.928586365928942,0.226001837476398,2,3,2,2,3,7,5,1,2,2,3,2,2,2,4,6,6,5,4,6,3,3,2,2,2,2,2,5,6,5,7,7,3,5,3,6,3,3,3,6,7,3,6,6,5,4,2,3,5,2,4,4,2,4,2,2,4,3,2,3,2,4,4,4,5,4,2,4,2,2,2,2,2,2,4,5,10,4,5,2,2,2,2,3,5,6,4,2,3,3,-0.0380034548147405,-1.18377988123903,-0.648798222502168,0.449791868493734,-1.07979805250165,1.03217215688927
608104,608012,2,1,5,2,1,1,1,-0.458467982629299,-0.476021962157704,0.323789642541398,-1.17249265535095,-0.362027072796388,-0.439636526165688,0.187305446528241,5,8,7,3,8,7,3,2,3,8,4,5,7,5,5,3,3,2,2,7,3,2,7,2,2,2,3,3,2,3,4,2,1,3,4,3,7,4,3,7,4,3,8,8,8,7,2,3,7,2,3,2,2,4,2,2,4,2,2,4,2,2,2,4,4,2,4,2,2,2,2,2,2,2,2,4,10,4,4,2,2,2,4,10,3,5,3,4,3,1,-0.420289000592865,-0.816508496589194,-0.421936230543827,-0.00157012908737261,-1.45586569164497,-0.346477924414193
608104,608012,2,1,5,2,1,2,1,-0.458467982629299,0.0986376964476912,0.840099867140284,0.480386273903393,1.35520190528572,1.27771466871054,2.44356730830347,8,6,9,4,8,5,8,1,2,5,5,2,7,10,10,5,8,8,9,7,10,9,10,4,8,5,9,6,8,4,8,8,1,6,5,8,6,8,7,4,7,3,7,9,9,4,4,3,7,2,2,2,2,2,2,2,1,2,2,4,2,2,4,4,4,4,5,4,4,2,2,2,2,2,4,5,9,4,2,4,2,2,2,9,9,10,4,4,3,3,1.67383677430291,-0.0614872720121267,-0.557252268787354,1.10754170339123,-1.31147430346519,0.788602124117766
608104,608012,2,1,5,2,1,2,1,-1.62558216111432,0.249181313576689,0.565342348017065,1.0575528596119,-1.12148720244686,-0.28971656078513,0.0605624422053462,5,7,10,1,1,8,8,1,10,10,8,4,1,1,1,1,1,10,10,1,1,1,5,1,1,1,1,1,1,5,1,10,1,2,10,8,10,5,10,10,3,1,10,8,8,1,2,3,8,3,4,5,1,4,1,2,4,4,1,5,1,5,5,4,2,5,5,2,4,5,2,2,4,5,4,2,10,4,2,4,1,4,2,10,9,6,4,4,3,3,-0.693759570955726,0.450652759368178,-1.51970580374292,1.24351172054475,1.7457820922969,-0.821713657984689
608104,608012,2,1,5,2,1,1,1,-0.458467982629299,-0.916571405576302,-0.676470197599381,-1.50525706562734,0.4039250639663,0.0263785702025197,-1.61066647086339,3,5,3,1,1,1,4,1,8,1,3,3,3,8,8,1,2,3,1,1,1,2,2,4,4,7,7,6,8,2,3,3,1,5,5,3,7,8,2,3,4,3,7,4,6,6,4,3,7,2,4,2,2,4,2,2,4,2,2,4,2,3,2,3,3,4,4,3,3,3,3,4,4,4,3,3,7,3,4,2,4,2,4,1,1,10,4,4,3,1,-0.153033526364893,-1.13588271926885,-0.586187561933353,-0.234915623240036,1.16054330590825,-0.51889356131192
608104,608012,2,1,5,2,1,1,1,-0.0270415604353786,1.48269065514232,-0.478339820535076,1.55642407674638,0.0402628482663737,0.181404288440214,-0.667840153614949,10,6,5,4,3,1,5,1,10,6,6,4,9,4,5,4,3,4,2,2,2,3,5,3,5,4,3,3,5,4,5,4,2,6,1,5,5,10,10,10,10,5,10,6,5,5,4,3,2,1,3,2,2,4,2,5,5,5,2,5,2,2,4,2,4,2,4,4,3,2,2,2,2,2,2,4,4,5,3,4,2,2,1,6,6,3,4,3,3,4,-0.0694786904614803,0.425591502798946,-0.113153399576113,0.0786950095314279,-1.26548055909089,-0.118103798102402
608104,608012,2,1,5,2,1,2,1,-0.0488370451870158,-0.949607979141155,-1.67931485711708,-0.953153928272304,-0.00842598689818713,-1.02538750021359,-1.20014894940812,8,3,9,4,2,9,4,1,9,9,2,2,2,3,9,4,1,10,1,7,1,1,1,1,1,10,10,2,1,1,1,1,2,10,10,10,4,8,2,7,1,7,7,2,3,9,4,1,8,3,2,2,2,5,2,3,3,3,3,3,2,2,4,4,4,4,4,4,3,2,2,2,2,4,2,4,10,2,4,4,2,2,2,3,8,10,4,3,5,3,-0.723646507918394,-0.745651180326158,-0.222616625633538,0.854485486820374,-0.201942042742769,0.496938722615367
608104,608023,5,3,2,1,2,1,1,-0.458467982629299,-0.664503738288683,-0.535359685475387,-0.431230922435526,0.733607079675228,0.5703346558964,0.490154928594094,5,7,7,6,7,4,6,1,6,5,5,7,6,5,6,5,5,4,5,5,4,6,6,5,5,6,5,5,5,5,5,6,2,6,5,6,6,6,5,5,5,5,6,6,6,7,1,2,7,2,3,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3,2,2,2,2,3,3,9,4,5,2,2,5,1,5,10,10,4,3,4,4,0.705489257707751,-0.68942555290694,-0.496369503049059,-0.987117375271816,-1.06366779173538,0.297751139766108
608104,608023,5,3,2,1,1,1,1,0.35715551871759,-0.638326219344824,0.2760858192753,-0.118966769266227,0.419504382997912,0.566173206052982,0.745917267741024,5,5,3,7,3,8,7,1,8,7,7,3,6,3,7,3,3,4,5,5,5,5,7,4,4,4,5,5,5,5,5,7,1,5,5,5,7,7,6,5,5,5,5,8,8,5,2,2,5,2,4,4,2,4,2,2,4,4,2,4,4,3,5,2,2,3,4,3,4,3,3,2,3,4,2,4,5,2,4,1,1,4,4,6,7,5,4,4,4,1,0.582826042112601,-0.423259010256714,0.450854063424654,0.0613828112296901,0.603932350721563,-0.546250896425598
608104,608023,5,3,2,1,1,1,1,0.625670282238825,-1.35758108005225,-0.782250148073942,-0.859102741745606,0.754543909297347,0.733255465359827,0.290076682249711,7,7,7,7,6,6,6,1,6,7,6,5,6,10,8,6,5,6,5,6,3,4,6,5,6,5,7,7,7,6,5,4,1,6,8,2,5,6,5,4,4,5,4,5,6,5,2,2,7,2,3,2,2,2,3,3,3,3,3,3,3,2,4,2,2,4,2,1,1,2,2,2,1,2,2,2,8,4,4,2,3,2,3,8,8,9,4,4,4,2,0.735651096398758,-1.16016584464291,0.697752932579629,-1.43979480519835,-1.6298412669975,0.619497564505046
608104,608023,5,3,2,1,1,2,1,-1.21777041044087,-0.790629223603027,-0.796738259955916,-0.0293033534529969,2.12945992268399,1.68092862267181,0.52987054700853,6,5,7,5,3,5,5,1,5,5,8,8,5,7,10,10,7,4,5,8,1,7,10,10,10,10,10,10,1,10,10,1,2,5,5,6,6,5,7,5,5,5,5,8,5,4,2,2,5,2,4,4,1,1,1,2,4,4,1,2,2,2,4,2,4,4,4,1,4,1,2,2,2,2,2,4,9,4,2,2,4,2,3,5,8,7,4,3,4,2,1.90685823748813,-0.688784943927545,-1.28521475261675,-0.180159552016154,-1.59755976571112,1.14320479340014
608104,608023,5,3,2,1,1,2,1,-0.458467982629299,-0.223693447085967,1.32357557449005,-1.1668818796676,0.675638775613386,0.0698880453675458,0.00378393247612169,8,9,1,1,1,10,2,1,10,10,1,7,6,2,10,10,10,1,1,10,4,4,3,2,1,10,10,7,3,2,3,6,1,3,4,2,8,6,3,9,1,2,10,10,10,10,4,4,9,3,2,2,2,2,2,2,2,2,2,4,2,3,4,3,3,2,4,4,2,2,2,2,1,3,3,4,9,2,4,4,2,4,2,3,9,1,4,4,2,3,0.314888560839815,-0.626375370898157,-0.514334107680253,0.578827738093701,-1.27668527977331,2.02650497450577
608104,608023,5,3,2,1,1,1,1,0.707772749147634,-0.707367946719652,-0.222434038101398,-0.514478910111692,-0.579455270355488,-0.590023955514761,-1.07349474253033,10,9,7,7,8,7,6,2,5,6,6,5,6,5,6,4,6,3,2,1,1,3,2,2,3,2,3,2,3,3,3,2,2,6,5,4,5,4,5,6,6,5,5,7,7,6,2,2,5,2,3,2,3,2,2,2,3,2,4,3,3,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,10,4,3,2,2,3,3,5,9,6,3,3,4,2,-0.739357506313155,-0.972231906387363,0.741871024992298,-1.85638520771101,-1.50829010663588,0.631706710990685
608104,608023,5,3,2,1,1,1,1,0.996263810651667,-0.763473761466016,-1.76082539146187,-0.754042116656222,0.0777268838501864,0.190241697065701,0.363458051274556,6,5,5,6,5,5,6,1,5,5,7,6,6,6,5,6,6,4,4,3,6,5,4,3,3,4,5,2,3,4,6,5,2,6,5,4,7,6,4,6,6,6,5,4,3,5,2,3,6,2,3,3,3,3,3,4,4,3,3,3,3,2,1,2,2,3,2,2,3,2,3,2,2,3,3,3,9,4,2,4,2,2,3,6,2,1,4,3,3,2,0.136370235136497,-0.843808724661381,1.17695862392722,-2.05458723672588,-0.485010195727735,0.771285146369191
