Prov,mun,stlmtsz8,stlmtsz5,H_SETTLEMENT,H_URBRURAL,E_RESPINT,F_INTPRIVACY,E1_LITERACY,gov_trst,dem_equ,dem_imp,dem_mil_reg,eth_death,eth_poldeath_sex,eth_sex_rel,Q106,Q107,Q108,Q109,Q110,Q112,Q120,Q143,Q158,Q159,Q160,Q161,Q162,Q177,Q178,Q179,Q180,Q181,Q182,Q183
608099,608083,1,1,5,2,2,2,1,-0.004898541,-1.684209663,0.088098332,0.520261442,-0.695258118,-1.080872754,-0.316326851,10,8,9,8,2,8,10,2,10,9,5,9,4,1,10,3,10,3,1,9
608099,608083,1,1,5,2,1,2,1,0.957226402,1.637942741,-0.154591432,1.836589331,1.44193272,2.137428442,-0.417083206,9,8,10,1,1,10,5,1,5,6,1,5,5,10,10,1,1,1,1,5
608099,608083,1,1,5,2,1,1,1,0.340745301,-0.388175081,-2.762588708,-0.18729981,0.275394981,1.549474604,-0.296322604,3,1,2,1,4,10,1,3,10,10,10,2,10,4,1,10,1,10,10,5
608099,608083,1,1,5,2,2,2,1,-0.990985689,-2.207068904,-2.196067321,-2.153414664,2.278130625,2.099425422,1.113162717,10,10,1,1,10,1,10,3,10,10,10,1,10,10,10,10,10,10,1,1
608099,608083,1,1,5,2,1,1,1,0.892365859,1.738343563,1.625962578,0.004898004,-0.558023572,-0.604740077,-0.238798865,10,10,10,1,1,5,2,3,5,5,5,5,1,10,2,7,1,1,5,1
608099,608083,1,1,5,2,1,1,1,-1.010088541,-0.145250704,-0.789098682,0.117282936,-0.708616569,-0.501230357,-0.399288358,5,5,5,4,1,5,3,1,3,6,3,5,5,10,1,1,1,1,4,5
608099,608083,1,1,5,2,1,1,1,-1.132101863,-2.189360391,-2.309318503,-2.267658287,2.599917586,2.050012366,2.39574686,8,7,10,1,1,10,10,1,10,10,5,8,5,10,10,10,10,4,5,10
608099,608083,1,1,5,2,1,1,1,-0.170850368,0.529369717,1.237681501,2.338432966,-1.033430538,-1.384140792,-1.393908581,10,10,10,1,1,10,10,1,4,10,9,7,10,10,10,10,10,10,1,1
608099,608083,1,1,5,2,1,1,1,-1.21777041,1.637869791,1.122422012,1.550614201,2.667544857,2.377676827,2.576836767,8,9,9,2,2,9,9,1,4,10,8,5,8,10,10,10,10,10,10,10
608117,608009,1,1,5,2,1,1,1,0.19780994,0.193603662,0.546956724,-0.24906828,-0.938078226,-0.287243196,-0.750382017,5,5,5,10,1,1,1,2,5,10,10,10,10,5,1,1,5,1,1,5
608117,608009,1,1,5,2,1,1,1,-0.541443896,-1.07723862,-0.470863091,-0.367976329,0.35582174,0.519302981,-0.139302534,4,4,5,6,8,5,6,1,6,8,6,7,6,5,2,2,3,4,5,5
608117,608009,1,1,5,2,1,1,1,-0.314659175,-0.24200994,0.79154549,-0.360658284,0.013144811,0.71266833,0.410593392,4,8,7,8,7,6,6,1,8,7,6,6,6,5,5,4,4,6,5,4
608117,608009,1,1,5,2,1,2,1,0.814291041,1.3466234,-2.159775935,1.820439346,0.538905707,0.726159061,0.680003202,5,5,5,10,1,10,10,1,10,10,10,1,1,7,2,5,3,4,6,5
608117,608009,1,1,5,2,1,2,1,-1.769390969,-0.940762636,0.852573855,-0.866258266,-0.599244081,0.222330555,-0.192890023,10,1,1,1,1,10,10,4,10,9,9,9,9,5,10,1,10,9,2,2
608117,608009,1,1,5,2,1,1,1,0.216039345,-0.153750817,0.353338235,-1.548013564,-0.89595686,-1.030286619,-1.450953489,5,10,5,5,5,10,6,1,6,5,1,5,5,7,5,1,5,3,1,1
608117,608009,1,1,5,2,2,2,1,-0.029734194,-0.623318716,-0.297969458,-0.833185486,0.321243038,0.07404777,-0.843454424,3,3,7,8,6,6,7,1,7,8,8,7,7,3,3,2,4,2,2,2
608117,608009,1,1,5,2,1,2,1,0.544441262,0.124094857,-0.383210945,-0.564032369,-0.712404701,0.112750541,-0.467334652,10,10,10,5,5,10,10,1,10,10,5,1,1,6,1,1,5,1,5,1
608117,608009,1,1,5,2,1,1,1,0.035012315,-0.179897225,-1.050718593,-0.524441109,0.574929249,0.084976223,0.595619869,5,7,6,6,7,6,6,1,5,7,5,5,7,4,5,5,5,4,7,5
608117,608009,1,1,5,2,2,2,1,1.072447149,-0.78529852,0.168431829,-0.326441737,0.602091948,2.257751042,1.598488491,5,5,6,6,5,5,10,1,8,8,8,8,7,5,5,2,10,8,8,5
608117,608009,2,1,5,2,1,2,2,0.074923171,-0.803179619,-0.677074484,-0.733107123,-0.281057599,-0.407121297,0.2144625,10,10,7,1,7,10,10,2,5,5,3,5,3,1,10,1,-2,5,5,4
608117,608009,2,1,5,2,1,1,1,-0.458467983,1.005726495,1.31493049,1.011651635,-0.831211352,0.054434512,0.141977122,9,8,7,1,2,10,8,1,8,6,4,8,7,7,6,3,2,2,8,4
608117,608009,2,1,5,2,1,1,1,0.67230142,-0.03469258,0.256492441,-0.010837319,-0.261966833,0.09957835,-0.848117328,8,7,8,4,7,4,8,1,7,5,6,8,7,4,10,2,1,7,1,3
608117,608009,2,1,5,2,1,2,1,0.212473265,-0.580307857,-0.906177931,-0.877970484,-0.722824649,-1.007654176,-0.669273155,2,9,10,3,1,5,9,1,6,6,8,9,8,2,2,2,2,3,2,2
608117,608009,2,1,5,2,1,2,1,0.397939821,1.22992706,0.241888016,1.346878852,-0.763695293,1.882856898,1.402358679,8,6,9,7,8,10,10,1,5,6,6,8,6,7,1,1,8,8,6,9
608117,608009,2,1,5,2,1,1,1,-1.092191008,0.265189184,-1.172851816,-1.062665652,-0.067609494,0.922922251,0.840945362,8,6,10,5,7,10,7,1,9,8,4,4,3,1,1,1,7,5,3,6
608117,608009,2,1,5,2,1,2,2,0.035012315,-1.121944787,-0.986684277,-1.604177178,-0.113016495,-0.91669274,-0.305671482,3,8,3,3,3,4,3,1,4,3,2,4,8,3,2,4,4,3,2,3
608117,608009,2,1,5,2,2,2,1,-1.235999815,-0.043240378,-0.025834245,0.079940998,0.096870728,1.08248252,0.874758058,6,5,8,5,9,9,7,1,9,6,8,6,9,6,4,3,4,2,9,5
608117,608009,2,1,5,2,1,2,1,-0.191772406,-0.969671194,0.546770572,-0.383470594,-0.74975212,-0.836554311,-0.855868054,8,5,5,5,2,5,5,2,3,5,6,6,3,3,3,3,3,4,2,4
608117,608009,2,1,5,2,1,1,1,-0.60227679,-0.022847688,0.197776552,-0.7017222,-0.997831285,-0.513765236,0.338685113,9,8,9,8,7,8,3,1,9,8,6,7,8,9,2,1,2,2,8,6
608117,608021,1,1,5,2,1,2,1,0.852455003,0.329257966,0.914553292,-1.366807042,-1.162830958,-0.92790496,-0.457733272,7,6,6,1,1,8,7,1,7,7,8,5,8,1,1,1,1,4,10,1
608117,608021,1,1,5,2,1,1,1,-1.132101863,0.609946562,-0.00511107,-0.243186196,0.120891122,1.107586366,1.324047925,2,9,9,2,1,9,3,1,8,8,1,1,7,10,2,8,2,2,4,8
608117,608021,1,1,5,2,1,1,1,-1.39879744,-1.133415873,-0.392928988,-0.905999894,0.596997416,0.550022848,0.541998701,6,7,4,5,8,3,2,1,6,4,6,3,4,8,4,8,5,2,2,6
608117,608021,1,1,5,2,2,2,1,1.156368802,1.059425584,0.700115544,0.820274509,0.570871682,0.252832661,0.751372292,8,7,9,8,8,9,7,1,7,7,8,9,9,8,4,5,8,8,8,5
608117,608021,1,1,5,2,2,1,1,3.474300975,1.115931921,0.998453674,-1.077988717,0.266371275,-1.34876033,0.803720661,1,1,1,5,5,10,7,2,5,5,8,5,9,2,5,1,1,1,10,6
608117,608021,1,1,5,2,2,1,1,-0.951074834,1.076560136,0.33267985,1.251460194,-1.033430538,-1.384140792,-1.393908581,8,8,9,6,9,6,7,2,6,7,6,3,5,3,1,1,1,1,1,1
608117,608021,1,1,5,2,1,2,1,-1.481773354,-0.86903129,-0.097581396,-0.515496335,-1.041464378,-0.00832505,-0.659938793,7,9,10,7,7,1,7,1,7,6,7,5,6,4,6,7,5,3,4,2
608117,608021,1,1,5,2,1,2,1,-1.625582161,1.335028156,1.073592757,1.786436961,-0.88566082,-0.820404941,-1.245587643,7,10,9,1,9,1,3,1,1,3,3,9,1,9,9,8,8,9,1,1
608117,608021,1,1,5,2,1,2,1,0.074049724,-0.702004908,-1.136631837,-1.809972579,-0.159838175,-1.018918949,-0.855489482,9,3,2,2,9,4,9,1,9,9,9,9,9,9,2,1,3,9,5,2
608117,608021,1,1,5,2,1,1,1,-0.314659175,0.74056502,1.167244953,1.596875664,-1.033430538,-1.384140792,-1.393908581,1,6,10,1,1,3,5,1,1,2,1,10,1,1,1,1,1,1,1,1
608117,608030,1,1,5,2,1,2,1,1.731951567,-1.588866258,-0.352548297,-1.09305081,-0.436460345,0.578402936,0.744981282,10,1,10,3,1,10,1,1,5,9,3,4,2,4,7,3,1,4,6,9
608117,608030,1,1,5,2,1,1,1,-0.600457603,1.32633082,1.379356078,1.29574973,-0.90998449,-1.186038383,-0.647107821,8,10,1,1,1,4,8,1,2,1,1,1,1,10,9,1,8,9,8,2
608117,608030,1,1,5,2,2,1,1,0.6446591,0.786113125,-0.829775615,0.966789237,0.153699025,0.386086482,1.916872867,5,5,10,1,5,10,5,2,5,10,5,5,10,5,5,1,1,1,5,5
608117,608030,1,1,5,2,2,2,1,-0.86715318,-1.119024205,-0.769487936,-0.307055539,0.796460376,-0.398081592,0.076943552,3,2,4,6,3,3,3,2,3,4,1,5,6,5,3,3,5,6,3,4
608117,608030,1,1,5,2,2,2,1,0.074923171,-0.441392458,-0.536467301,-0.02023157,-1.047655485,0.151707625,-1.11593696,10,10,7,5,1,5,5,1,7,5,8,4,7,5,10,7,10,10,1,1
608117,608030,1,1,5,2,1,1,1,0.586632873,0.56893732,-0.633155638,-0.035876418,-0.451873341,0.989364955,-0.107880686,7,9,7,9,7,7,8,1,7,8,4,7,7,4,8,7,3,4,6,4
608117,608030,1,1,5,2,2,2,1,-1.359760031,-0.356428338,0.770233082,1.13812089,-0.701162609,-1.142684264,-0.75193244,10,5,10,10,5,10,5,2,5,5,10,5,5,5,1,5,1,1,1,5
608117,608030,1,1,5,2,2,2,1,-0.599584157,-0.996699708,-1.056950276,-0.668136524,-0.174673895,-0.070626756,-0.198862302,5,5,5,5,9,5,5,2,4,4,4,4,4,5,5,1,5,5,4,3
608117,608030,1,1,5,2,1,2,1,0.481861475,1.18550775,1.452417991,1.038537131,0.32716982,-0.350610236,-0.021325878,8,8,5,6,8,9,8,2,9,8,8,6,7,4,5,4,4,4,7,3
608117,608030,1,1,5,2,2,1,1,1.156368802,0.16309123,0.650867896,-0.311955257,-1.012544329,-1.315594447,-0.781782959,10,6,7,5,2,6,10,1,8,8,6,8,6,1,3,1,3,3,5,1
608117,608031,2,1,5,2,1,1,1,1.202126494,-0.85699082,-0.406084314,-0.042719278,-0.313593501,-1.036027659,-0.828728815,9,8,10,3,2,10,9,1,9,7,3,8,8,4,2,3,2,6,2,1
608117,608031,2,1,5,2,1,1,1,0.671427974,-0.578155882,-0.97418145,-0.524393605,0.14622827,-0.415519518,-0.822900544,2,1,1,2,1,10,6,1,2,5,6,7,4,1,3,1,4,5,2,1
608117,608031,2,1,5,2,1,2,1,2.487340379,-0.969739022,-1.042117605,-0.587643872,-0.341305749,0.611834841,-0.592225951,10,7,5,5,5,10,5,1,5,6,4,5,5,6,6,1,5,6,5,1
608117,608031,2,1,5,2,1,1,1,-1.194155739,-0.604642341,0.725818906,-0.633641055,-0.260277168,-0.669632097,-0.795732842,10,2,5,2,2,3,3,1,9,2,4,8,2,8,6,2,8,6,1,3
608117,608031,2,1,5,2,1,1,1,0.035012315,-1.011387174,-0.801823418,-1.520678296,-0.74337616,-0.594851451,-0.897070191,4,8,2,2,2,9,4,1,7,6,4,5,6,7,3,2,3,7,2,1
608117,608031,2,1,5,2,1,2,1,0.550288098,0.117700382,-0.115648618,-0.546116501,-0.317082342,1.25218652,1.039576658,10,6,6,5,6,10,5,1,5,7,7,7,7,7,5,5,8,5,4,5
608117,608031,2,1,5,2,1,2,1,0.711338829,0.905293761,-0.602144971,-0.461387,-1.049578448,-0.731967026,-1.303418895,7,5,5,4,5,8,8,1,5,4,3,9,7,5,4,1,1,8,1,1
608117,608031,2,1,5,2,1,2,1,1.850924721,1.289066127,-1.426751166,1.54051692,-0.298165272,1.989481133,-0.161285425,10,10,1,8,5,6,5,1,7,10,5,6,7,4,3,9,8,5,1,4
608117,608031,2,1,5,2,1,2,1,-0.458467983,-1.390208271,-1.981711059,-0.904264344,-0.548744539,-0.025795728,-1.072256836,3,2,3,4,1,8,5,1,5,7,5,4,7,1,3,1,3,4,3,2
608117,608031,2,1,5,2,1,1,1,-0.33645466,0.727272391,0.068671819,-0.010281977,0.038171911,2.312883245,1.723204247,10,7,1,10,10,8,7,1,10,8,6,4,8,8,2,1,10,10,10,7
608117,608035,3,2,2,1,1,2,1,1.812760759,-0.114607403,0.565020969,-0.07492416,-0.784731118,-0.11964571,0.265398489,9,10,10,5,1,7,5,1,8,8,2,2,3,7,2,3,2,3,8,5
608117,608035,3,2,2,1,1,1,1,-0.458467983,1.86269602,1.615702932,2.127294118,1.244783449,-0.377020087,2.052656546,10,1,10,1,1,10,1,2,10,10,10,10,10,2,10,2,10,10,10,10
608117,608035,3,2,2,1,1,2,2,-0.231683262,-1.030755474,-1.64910573,0.94983858,-0.537484662,-0.635563196,-0.694043295,8,2,9,5,1,10,4,4,4,3,8,8,8,10,7,3,2,9,3,3
608117,608035,3,2,2,1,2,2,1,1.526962331,-1.913482437,-0.32344597,-1.543334456,-0.171370321,-0.37889055,0.077136705,8,7,9,6,2,8,3,1,8,8,4,3,9,3,4,2,3,4,7,2
608117,608035,3,2,2,1,1,2,1,2.163377989,1.025616168,1.420211134,1.43155558,2.796720086,2.716291116,2.900465198,10,10,10,1,10,10,1,1,10,10,1,1,10,1,10,10,10,10,10,10
608117,608035,3,2,2,1,1,2,1,0.359848152,0.621339758,1.305235949,-0.020712613,-0.267861886,0.759658336,0.662518834,7,9,6,10,1,10,10,1,10,10,8,9,2,1,1,10,1,10,10,1
608117,608035,3,2,2,1,1,2,2,1.259393307,-1.130005861,-2.145680225,-1.494049126,-0.464288777,-0.534102054,-0.556370556,9,9,10,5,2,2,9,1,8,7,5,5,6,5,4,4,3,2,7,1
608117,608035,3,2,2,1,1,2,1,1.339215019,0.572211403,1.438227833,1.36017669,1.430827631,1.06367748,0.329245807,10,9,7,7,6,5,6,1,10,6,6,6,6,5,10,10,6,1,9,3
608117,608035,3,2,2,1,1,2,2,0.628362916,-0.040084432,-0.439448558,0.124437519,0.047897798,-0.308455043,0.029246248,2,9,10,2,2,7,5,1,7,2,5,4,4,3,2,4,2,6,7,2
608117,608035,3,2,2,1,1,2,1,2.164251436,-1.801326078,-0.958259355,-0.248810068,-0.614658408,-0.299845308,-0.300678371,8,2,9,3,2,9,8,1,8,9,3,3,8,2,4,2,3,4,7,2
608117,608035,2,1,2,1,1,1,1,-0.54413653,-0.126698116,0.094349552,-0.449663216,-1.017674528,0.942520349,0.045702754,7,8,8,4,6,6,2,1,8,7,5,6,4,5,5,1,1,1,5,5
608117,608035,2,1,2,1,1,1,1,-0.314659175,0.673372393,0.897740843,1.014525411,0.479195685,1.052193738,0.648419449,8,7,4,4,3,8,7,1,6,7,8,7,8,8,7,6,8,5,4,5
608117,608035,2,1,2,1,2,1,1,1.792784461,-1.139309513,0.124752769,0.014296956,-0.472580368,-0.336790801,-0.240604756,9,8,9,7,2,8,7,-2,8,7,7,8,8,2,4,2,3,2,7,2
608117,608035,2,1,2,1,1,1,1,-1.769390969,-1.725641001,0.127909919,-1.698748701,-0.964618987,-1.056555524,0.099829047,10,10,1,1,1,5,3,1,8,9,2,2,2,1,2,1,1,1,10,1
608117,608035,2,1,2,1,1,1,1,-1.769390969,0.846215817,1.059825378,1.24353134,-0.206190946,-0.426064827,-0.644015614,8,9,7,5,6,9,7,1,8,9,8,7,6,8,4,7,6,7,7,2
608117,608035,2,1,2,1,1,1,1,-0.808139473,-2.410259082,0.705613513,-0.665760403,-0.568367885,-0.610293726,-0.607030498,1,10,1,1,1,8,8,1,10,10,1,1,1,1,3,1,1,1,2,1
608117,608035,2,1,2,1,1,1,1,0.215165898,-0.271785809,0.29698646,-0.458944485,0.267596523,-0.293811305,0.585595355,8,9,5,3,2,10,7,1,3,9,7,6,7,8,2,3,8,9,8,4
608117,608035,2,1,2,1,2,1,1,1.56599974,-1.274411874,0.182601921,-0.183286615,-0.380659338,-0.26850417,-0.424248387,7,8,8,2,2,7,7,1,8,4,4,8,5,2,4,2,2,3,8,1
608117,608035,2,1,2,1,1,1,1,-0.050656232,0.004905388,0.056316814,0.109969065,0.132232505,0.190266409,0.29555677,8,7,8,2,7,8,4,1,7,3,2,3,6,7,4,8,3,6,6,5
608117,608035,2,1,2,1,1,2,1,2.203288845,-1.751059958,-1.212230756,-0.989422594,-0.173908667,-0.401291703,0.170975415,10,3,1,1,1,10,7,1,10,10,10,9,1,8,3,1,1,2,6,3
608117,608042,1,1,5,2,1,2,1,-0.868972367,0.260850445,0.557794502,0.106064044,-0.596657664,-0.584685397,-0.705943,9,8,4,3,5,5,8,1,10,9,5,5,6,5,4,9,5,1,2,1
608117,608042,1,1,5,2,2,1,1,0.481861475,-1.494281522,-0.87402533,-0.8809806,-0.734692015,-0.04482916,-0.507824599,8,2,2,2,8,5,5,1,5,8,3,5,5,2,3,1,2,1,3,1
608117,608042,1,1,5,2,1,2,1,0.767659903,-1.008521274,1.095047734,-0.088941227,-0.733324821,0.070190871,-0.438671366,10,10,1,10,1,10,10,1,10,10,10,10,1,1,10,10,3,3,10,1
608117,608042,1,1,5,2,1,2,1,1.260266754,0.201895536,0.689797538,0.930757619,-0.39600361,1.580004373,0.307784928,4,7,5,5,2,7,10,2,10,10,4,5,6,2,-2,1,1,10,10,1
608117,608042,1,1,5,2,1,1,1,0.480988028,0.225630558,0.680169316,0.588322761,-0.747690607,-0.588938503,-0.494683523,4,6,5,5,3,3,4,1,7,8,6,8,9,5,8,3,9,9,1,3
608117,608042,1,1,5,2,1,2,1,-0.580481305,0.284879333,1.210199227,1.54885494,0.522401716,0.397600027,-0.017909852,10,1,1,1,1,7,5,1,1,5,5,5,5,5,5,1,1,5,5,5
608117,608042,1,1,5,2,2,1,2,-0.148707348,-1.235371363,-0.097499142,-0.540253058,-0.26339306,-0.125426171,-0.84010711,5,7,3,9,6,6,5,1,7,6,9,5,3,8,6,4,8,5,3,2
608117,608042,1,1,5,2,1,1,1,0.622977649,1.86269602,1.615702932,2.127294118,-0.295827428,2.607728251,0.102062652,6,10,10,10,10,10,6,2,6,7,5,6,6,5,5,5,7,10,5,4
608117,608042,1,1,5,2,1,2,1,1.299304163,-1.059590544,-1.15923017,-0.132662733,-1.058232901,2.117161585,-0.091152861,9,8,6,3,6,10,7,2,10,10,4,1,10,5,5,5,5,5,4,4
608117,608042,1,1,5,2,1,2,1,-0.193591593,0.344901183,-0.652951184,-0.322175645,-0.728781521,-0.970990786,-0.998633518,2,2,9,4,1,8,9,1,5,5,3,7,4,4,2,1,3,7,2,1
608117,608050,1,1,5,2,2,1,1,1.526962331,-0.496197534,0.70037616,0.003785896,-1.073241052,-0.896364283,-0.814023374,9,10,1,5,9,9,8,1,10,9,3,7,3,1,2,1,1,1,5,1
608117,608050,1,1,5,2,1,2,1,0.850635816,-0.56139716,0.155489526,0.3618461,-1.060118286,-1.325260486,-0.927516429,7,10,8,6,7,10,7,1,9,7,7,5,7,1,1,1,1,5,5,1
608117,608050,1,1,5,2,2,1,1,1.753747052,-2.389849769,-2.085281727,-1.932616861,-1.043536728,-1.043132012,-1.165078882,8,4,8,9,1,10,8,1,10,9,4,2,7,1,3,1,2,1,2,1
608117,608050,1,1,5,2,1,2,1,0.852455003,0.313243072,0.891513421,0.537395226,1.582505149,0.029791649,1.478629159,8,7,9,9,9,8,9,4,2,6,8,8,8,2,4,7,5,4,4,8
608117,608050,1,1,5,2,1,1,1,0.176128489,0.947552256,0.677634362,0.838670339,-0.019012105,0.592677544,1.69959085,8,6,4,2,8,9,2,1,7,8,3,4,5,4,6,6,7,6,8,6
608117,608050,1,1,5,2,1,1,1,-0.050656232,-1.514887403,0.797140572,-0.247772451,-1.048378293,-1.007511669,-0.888770057,10,10,10,6,1,10,10,1,7,10,8,9,3,1,3,1,2,3,6,1
608117,608050,1,1,5,2,1,1,1,0.624796836,0.725034301,1.076938642,1.305230941,-0.157286361,-0.373575648,0.975747857,2,9,7,2,1,7,7,1,7,8,6,8,9,9,3,1,8,6,2,9
608117,608050,1,1,5,2,1,2,1,-0.724290113,-0.633809643,-0.674071055,-0.018867789,1.016127968,1.519755131,-0.056524505,7,3,1,3,5,9,5,1,6,7,8,8,9,8,6,7,9,8,2,2
608117,608050,1,1,5,2,1,1,1,-0.458467983,-1.205136991,-1.081537633,-0.235851979,-1.080537266,-0.976376931,-0.940206289,10,1,10,10,10,10,1,1,10,10,1,10,1,1,1,1,1,5,5,1
608117,608050,1,1,5,2,1,1,1,-0.685252704,0.167486106,0.877348441,0.042970086,1.428933541,-0.001618414,0.627817965,1,9,3,8,8,8,7,1,5,6,4,4,3,7,9,8,9,7,2,8
608117,608063,2,1,5,2,2,2,2,0.546722017,-0.942161106,-1.070371759,-0.775365481,-0.460782004,-0.258664036,-0.151791762,5,9,8,4,8,8,4,3,4,6,6,5,7,4,4,3,3,6,5,3
608117,608063,2,1,5,2,1,2,1,-0.458467983,0.505562705,1.176452044,0.124926049,0.791711342,1.679031932,0.656029665,8,9,4,3,9,5,7,1,6,7,4,3,7,9,8,9,10,8,9,8
608117,608063,2,1,5,2,1,2,1,-0.580481305,0.953622808,1.33711549,0.929950645,-0.451991237,-1.114983183,-0.817129525,5,4,3,2,1,10,3,1,9,8,4,7,6,9,8,9,9,7,2,3
608117,608063,2,1,5,2,1,1,1,0.360793892,0.087677762,0.074317963,0.480848491,0.836534867,1.69209133,-0.758872279,2,5,9,3,10,5,6,1,6,1,3,9,8,3,1,1,1,1,2,3
608117,608063,2,1,5,2,1,1,1,-1.275910671,0.039578098,-0.503877584,-0.629509985,-0.440761553,-0.354997429,0.096857506,2,3,5,8,7,10,3,1,2,9,8,3,8,9,8,2,3,4,2,7
608117,608063,2,1,5,2,1,1,1,-0.458467983,-0.26089265,-0.046460285,-0.901738423,-0.444025715,-0.763721231,-0.255101664,3,9,7,4,4,8,3,1,2,3,4,5,8,6,4,3,2,5,3,2
608117,608063,2,1,5,2,1,2,1,0.320810743,-0.567756292,-0.622899442,-0.064309083,-0.636184172,-0.694814339,-0.036542887,4,5,5,2,2,5,5,1,5,4,5,5,6,6,4,3,6,5,5,4
608117,608063,2,1,5,2,1,2,1,-0.95194828,0.948481408,1.03272892,0.241344765,0.581372268,0.552779428,1.172794096,6,4,1,2,3,8,4,1,5,6,9,8,10,8,4,2,9,8,9,2
608117,608063,2,1,5,2,1,2,1,0.216039345,0.678537167,0.239599957,1.224224932,-0.928532893,-1.122561595,-1.247812856,5,4,8,5,9,10,5,1,5,3,1,5,5,2,1,1,1,5,1,1
608117,608063,2,1,5,2,1,2,1,-0.722470926,-1.027040807,-0.250955047,1.187741892,-0.387984148,-0.601512817,-0.735871409,6,9,8,5,3,9,5,1,6,10,5,3,1,4,7,3,4,6,2,3
608117,608067,1,1,5,2,1,1,1,-1.111179825,0.238652732,1.361477569,0.81964637,-0.998400324,-0.998596717,-0.83714071,5,5,3,5,5,10,5,1,5,10,5,10,10,5,5,5,3,5,5,2
608117,608067,1,1,5,2,1,2,1,0.890546672,1.06593189,1.141637247,1.54710612,1.537198966,1.841433117,1.352261526,10,1,10,7,1,9,7,1,10,8,7,5,4,5,7,10,10,1,9,7
608117,608067,1,1,5,2,1,2,1,1.751927865,-0.606863223,1.248693549,0.04608452,-0.370034864,-0.031254864,0.442114153,10,5,5,1,1,10,10,2,1,10,1,1,1,1,5,2,10,2,1,1
608117,608067,1,1,5,2,2,1,1,0.093152575,0.14427757,-0.842722996,0.388315084,0.868231475,0.672133514,1.105561754,5,4,5,4,5,5,4,1,10,8,5,10,5,5,4,5,5,5,9,5
608117,608067,1,1,5,2,1,2,1,-0.458467983,0.452823335,1.448918596,0.895486645,0.581304257,0.495848035,-0.687402283,5,4,4,5,4,5,8,2,8,6,4,6,4,5,4,4,5,6,1,3
608117,608067,1,1,5,2,1,1,1,0.218731978,0.521212877,0.526246186,-1.176478749,-1.106447541,-0.891731596,-0.512491675,5,8,10,6,1,10,9,1,8,10,8,9,9,1,1,1,1,1,10,1
608117,608067,1,1,5,2,1,1,1,0.034138868,-3.235687055,-3.168374034,-2.759594263,0.496513373,-0.606628278,0.246307464,1,1,1,1,1,10,10,2,1,1,1,1,1,10,10,1,10,10,10,1
608117,608067,1,1,5,2,1,2,1,-1.769390969,1.008171739,-0.702374954,0.04882106,1.573036283,0.575291385,1.709811244,10,10,10,1,1,10,1,1,10,10,10,10,10,5,5,-2,4,4,7,7
608117,608067,1,1,5,2,1,2,1,1.032608586,-1.447897967,0.096667967,0.174893538,-0.645309464,-0.690631592,1.164457233,7,6,4,5,5,8,7,2,4,1,1,3,10,1,4,5,1,1,10,1
608117,608067,1,1,5,2,1,2,1,0.301707892,0.579973881,-0.304380234,-0.138332036,2.750977563,2.379899995,1.856944019,10,5,7,1,5,7,6,1,10,5,1,5,2,5,10,10,7,10,6,5
608104,608007,1,1,5,2,1,1,1,-0.866279733,0.68264069,1.302573992,0.626552957,-1.10879892,1.357641224,-0.513932828,1,10,10,5,5,5,8,1,7,3,3,3,3,2,2,10,10,10,5,1
608104,608007,1,1,5,2,1,1,1,0.074049724,0.065621131,-2.467266167,-0.615734756,0.367369159,0.019574795,1.224925975,2,10,1,3,2,5,8,2,10,10,9,6,5,5,5,4,6,7,7,9
608104,608007,1,1,5,2,1,1,1,-0.231683262,0.7186519,0.96065958,0.287455873,-0.975907992,-0.788675561,-1.239072604,2,10,2,2,2,8,8,1,2,8,2,1,1,2,1,1,8,2,1,1
608104,608007,1,1,5,2,1,1,1,-1.132101863,-1.210033033,-1.009187293,-1.357723239,0.079906907,-0.839654295,-0.294305471,5,3,8,4,3,3,3,1,10,3,3,8,9,9,2,3,4,1,1,4
608104,608007,1,1,5,2,2,2,1,0.216039345,0.481280996,-0.166157667,-0.235624622,-1.033430538,-1.384140792,-1.393908581,10,10,10,1,2,2,8,2,2,3,10,1,6,10,5,1,2,4,1,1
608104,608007,1,1,5,2,1,1,1,-0.047963598,-0.498317778,0.366049765,-1.064530274,-0.787501662,-0.978856119,-1.03916595,5,7,4,2,1,5,9,2,9,8,5,8,5,9,5,5,4,9,5,1
608104,608007,1,1,5,2,1,1,1,0.177947676,-0.304421946,1.054303723,-0.103798967,-0.568841217,-0.091799736,-1.337819189,1,5,7,2,1,9,8,2,9,8,3,6,2,10,1,1,1,10,1,1
608104,608007,1,1,5,2,1,1,1,-0.60227679,-0.373872596,1.308149561,-1.642292135,-0.678585732,-1.373369723,-1.459951235,8,8,1,2,1,5,1,2,9,2,2,9,8,1,1,2,3,7,1,1
608104,608007,1,1,5,2,1,1,1,-1.769390969,1.265372876,1.458166669,1.271170551,1.896993702,1.035908588,2.789458754,1,1,10,1,1,10,1,1,10,10,1,9,8,9,8,8,8,8,10,9
608104,608007,1,1,5,2,1,1,1,-0.191772406,1.414164997,1.52809351,0.179343545,-1.026672017,-1.322340325,-1.394577794,5,8,3,4,4,4,4,3,9,9,10,10,9,8,10,7,1,7,1,1
608104,608012,2,1,5,2,1,1,1,-0.54413653,-0.419123053,-1.993046563,-1.139907336,0.919798548,1.060305143,0.471603779,1,2,1,5,1,1,10,1,1,1,1,1,1,3,7,2,3,1,5,3
