Prov,mun,stlmtsz8,stlmtsz5,H_SETTLEMENT,H_URBRURAL,E_RESPINT,F_INTPRIVACY,E1_LITERACY,gov_trst,dem_equ,dem_imp,dem_mil_reg,eth_death,eth_poldeath_sex,eth_sex_rel,Q106,Q107,Q108,Q109,Q110,Q112,Q120,Q143,Q158,Q159,Q160,Q161,Q162,Q177,Q178,Q179,Q180,Q181,Q182,Q183
608162,608079,5,3,1,1,1,1,1,-0.192645853,-1.386604122,-0.635891907,-1.519397295,-0.509469006,-0.862852204,-0.97406958,8,8,9,8,2,8,7,2,8,8,8,9,9,2,2,2,2,1,3,1
608162,608079,5,3,1,1,1,2,1,-0.458467983,1.39748373,1.206413872,1.486277796,-0.252337,0.508663842,-0.599651184,7,1,7,5,1,1,9,1,9,9,8,8,7,9,9,2,1,1,1,1
608162,608079,6,3,1,1,1,2,1,1.260266754,-0.02431417,-0.383706673,-0.764747906,-1.026461262,-0.598822524,-1.300040445,6,5,6,6,6,8,9,1,7,6,7,8,7,7,5,1,1,1,1,1
608162,608079,6,3,1,1,1,1,1,0.586632873,-0.195462565,-0.454098534,0.152498186,0.652722039,0.323566968,0.584006216,9,8,8,5,4,10,3,1,8,7,7,8,7,5,5,5,5,5,6,5
608162,608079,6,3,1,1,1,1,1,0.852455003,1.027492193,0.971879908,1.443504655,0.164972603,2.020054795,1.307096417,6,9,8,4,4,9,8,1,8,8,8,4,8,8,8,8,8,8,8,9
608162,608079,6,3,1,1,1,1,1,0.624796836,-0.503341102,-1.421633556,-1.200768096,-0.782884084,-0.843358732,-0.726976042,7,9,6,5,7,9,5,2,8,8,4,5,3,2,5,1,2,1,1,5
608162,608079,6,3,1,1,1,2,1,0.748557052,0.816015407,0.427090732,0.27630582,-1.062596067,-0.786380815,-1.126191521,8,10,10,10,1,6,6,2,7,10,10,6,3,8,1,1,1,1,1,1
608162,608079,6,3,1,1,1,1,1,-0.048837045,-0.487554102,-0.944883821,-0.159243901,-1.065597773,0.068939812,-0.982765272,9,6,6,9,5,6,5,3,6,7,5,4,3,5,8,1,1,1,2,1
608162,608079,6,3,1,1,1,2,1,-0.458467983,0.13700176,0.070094092,0.103592324,0.710912799,0.974228912,1.696489837,9,6,4,7,4,10,9,2,6,7,6,8,5,8,9,8,9,9,7,7
608162,608079,6,3,1,1,1,2,1,-0.314659175,1.575989009,-0.481785327,1.956819244,0.505543489,-0.678251594,-1.186365585,10,5,10,4,5,4,4,1,10,6,1,9,4,4,4,3,4,3,2,1
608162,608079,6,3,1,1,1,1,1,0.708646196,1.442472069,1.508700995,1.042138054,-1.083063264,-1.241664362,-0.985338945,8,8,9,8,4,9,5,2,8,8,8,8,8,4,3,1,1,1,5,1
608162,608079,6,3,1,1,1,2,1,1.260266754,-0.584969329,0.090554722,-0.38267925,-1.083063264,-1.241664362,-0.985338945,10,10,10,8,2,5,5,1,7,7,7,7,7,8,1,1,1,5,5,1
608115,608068,1,1,4,1,1,1,1,-0.050656232,-0.621132224,-0.305524452,-0.890680005,-0.097853279,-0.082084321,0.44959126,8,3,8,4,3,3,4,2,4,3,3,3,3,7,6,4,5,5,5,5
608115,608068,1,1,4,1,2,1,1,-0.761508335,-3.235687055,-3.168374034,-2.759594263,-0.040801523,-0.611823089,-0.833774904,1,1,10,1,1,10,1,1,10,10,10,10,10,6,7,1,1,1,1,6
608115,608068,1,1,4,1,1,2,1,0.708646196,0.04855219,-0.817984694,0.430141375,-1.099881381,-0.990052665,0.120076316,5,5,5,5,5,6,5,1,5,5,5,5,5,10,10,10,10,10,10,5
608115,608068,1,1,4,1,2,1,1,-1.502695392,-1.001937965,-1.117562191,-0.593991202,-1.023086442,-0.943316115,0.25252856,7,4,8,2,1,8,4,2,7,6,8,9,7,7,1,1,1,1,10,7
608115,608068,1,1,4,1,1,2,1,-0.170850368,0.386842795,-1.839317583,2.050191048,-1.033430538,-1.384140792,-1.393908581,1,10,10,1,1,10,1,3,10,10,1,1,10,10,1,1,1,1,1,1
608115,608068,1,1,4,1,1,2,1,-0.497505392,-0.236465522,0.306256806,0.105234665,-0.270126593,-1.452713418,1.417252947,9,5,5,5,5,10,7,1,8,8,5,7,3,7,5,8,8,9,5,9
608115,608068,1,1,4,1,2,2,1,-0.724290113,1.86269602,1.615702932,2.127294118,2.794842971,2.54666683,1.472456985,10,10,10,1,10,10,1,1,10,10,10,10,10,10,10,10,10,1,1,10
608115,608068,1,1,4,1,1,2,1,-0.86809892,1.210917812,0.627399001,1.559789831,1.313346491,0.681234684,-0.21257339,5,7,2,3,4,2,6,1,6,1,4,9,2,4,5,10,8,2,2,3
608115,608068,1,1,4,1,1,2,1,-1.769390969,-0.555755345,0.605372678,0.860077332,-1.033430538,-1.384140792,-1.393908581,10,10,10,1,1,1,1,4,1,1,1,1,10,10,1,1,1,1,1,1
608115,608068,1,1,4,1,1,2,1,-0.231683262,1.408272538,1.546402828,1.849826577,2.859813493,2.648732007,2.408558426,10,5,10,10,5,1,5,1,3,8,7,7,7,10,10,10,10,10,5,10
608115,608074,1,1,5,2,1,2,1,-1.481773354,0.841923161,0.509317122,-0.907943808,-0.965459007,-0.490433416,-1.067139187,2,2,3,5,1,10,8,2,2,10,1,1,3,1,2,1,9,1,3,1
608115,608074,1,1,5,2,2,2,1,-1.215077777,-0.56439872,1.046836194,-1.235075525,-0.812551355,-1.17083618,-1.502644687,5,10,10,5,10,1,1,2,5,5,5,5,5,10,10,1,5,1,1,1
608115,608074,1,1,5,2,1,1,1,-0.685252704,0.317278544,1.341132186,0.117089921,1.233714187,-0.56247029,-0.372318238,10,10,10,1,1,10,10,-1,10,10,1,1,10,1,1,1,3,2,6,3
608115,608074,1,1,5,2,1,1,1,0.852455003,-0.309633425,0.247228331,0.263273985,-1.033430538,-1.384140792,-1.393908581,10,1,1,9,1,10,1,1,2,6,8,10,4,1,10,1,1,1,1,1
608115,608074,1,1,5,2,1,2,1,-0.458467983,1.229871344,1.102417003,1.264404005,0.668858628,0.438273389,0.514701988,10,10,10,5,1,6,5,2,9,9,6,6,6,6,6,5,6,5,5,5
608115,608074,1,1,5,2,2,2,1,-0.990985689,0.936728284,1.405642514,1.470244883,-1.032179128,-1.271057936,-0.441903105,5,5,10,5,5,5,1,1,8,8,8,8,8,1,2,1,1,1,7,1
608115,608074,1,1,5,2,2,1,1,-1.359760031,0.808728551,-1.046262155,0.457921608,-1.033430538,-1.384140792,-1.393908581,1,2,1,1,2,2,1,2,9,10,8,8,8,2,10,1,1,8,1,1
608115,608074,1,1,5,2,2,1,1,-0.458467983,-0.985575347,-1.384006392,-0.619670751,-0.738636104,-1.349434732,-1.05995318,10,5,5,5,10,3,1,1,5,1,1,1,1,1,3,1,1,1,5,1
608115,608074,1,1,5,2,2,1,1,-0.170850368,-0.567829344,0.314418925,0.127895134,1.085662549,0.234438298,-2.052596785,1,10,10,1,1,10,10,2,10,10,1,1,1,7,2,1,1,1,2,1
608115,608074,1,1,5,2,1,2,1,-0.458467983,1.86269602,1.615702932,2.127294118,-1.046392996,-1.118469691,-1.274923221,6,10,5,1,1,10,6,1,10,10,1,1,10,1,1,1,1,1,1,1
608115,608078,1,1,5,2,1,2,1,-0.458467983,-2.045371636,-1.685748168,-1.639524093,1.523559448,0.965518375,1.399514367,6,7,4,4,3,6,2,2,3,3,3,3,3,7,7,7,7,7,7,7
608115,608078,1,1,5,2,1,2,1,-0.458467983,-1.988030234,-1.266250516,-1.605429118,-1.007551433,-0.737762341,-1.10131934,3,3,3,3,3,7,6,1,4,4,5,5,4,6,2,2,2,2,2,2
608115,608078,1,1,5,2,1,1,1,0.216039345,-1.37020572,-1.263246253,-1.12235909,-0.392797926,-1.06113728,-0.455485168,6,5,6,6,6,5,7,1,6,6,3,3,5,5,3,3,3,3,3,3
608115,608078,1,1,5,2,1,2,1,-0.458467983,1.11011045,0.396136413,1.446804184,-0.857227644,-0.941052427,-1.084523064,6,3,7,3,2,10,2,2,6,7,5,7,8,7,2,1,1,1,1,3
608115,608078,1,1,5,2,1,1,1,0.606567431,1.754853275,1.556372246,1.805323508,1.562443827,-1.075870608,1.241312013,1,2,2,2,3,4,3,3,3,3,4,4,5,5,5,6,2,3,1,5
608115,608078,1,1,5,2,1,1,1,0.216039345,-1.879351326,-1.375312708,-1.631251713,-0.986120887,-0.951537524,-1.398593077,4,4,4,3,3,5,8,1,7,8,3,3,8,8,1,1,1,1,1,1
608115,608078,1,1,5,2,1,1,1,0.442824066,-1.91956447,-1.173808979,-1.52286837,-0.14493711,-0.547893471,-0.512442271,4,4,4,3,3,6,6,1,5,5,6,6,6,7,3,3,3,3,3,3
608115,608078,1,1,5,2,2,1,1,0.888799779,-2.984917073,-2.699009778,-2.111266232,-1.020603289,-1.378805471,-1.333622356,2,3,2,3,3,3,3,2,2,3,2,3,4,1,1,1,1,1,1,1
608115,608078,1,1,5,2,1,1,1,0.074923171,0.174749744,0.085603706,0.560118987,-0.978753542,-1.009082933,-1.092586806,7,8,9,5,5,8,5,1,5,8,7,5,7,5,8,1,1,1,1,1
608115,608078,1,1,5,2,1,1,1,1.178164287,1.738343563,1.625962578,0.004898004,-0.966420756,-1.274071746,-0.366420045,1,10,1,10,1,10,10,2,7,2,10,5,8,8,1,1,1,1,7,1
608115,608085,1,1,3,1,1,1,1,-0.581354752,-0.790921458,-0.620617061,-0.334410536,0.202414732,0.411675135,-0.188344296,5,4,3,5,5,5,6,3,5,6,5,6,5,2,5,2,5,5,5,3
608115,608085,1,1,3,1,1,2,1,0.217858532,0.599161711,0.160550851,1.044088401,-0.561844542,-0.867605176,-0.514364867,7,1,3,6,1,6,6,1,6,8,8,10,2,6,1,1,1,1,6,1
608115,608085,1,1,3,1,1,2,1,0.357155519,0.869286055,-0.431471645,-1.145266402,-0.932210237,0.199725515,-0.573360936,10,10,10,1,1,10,10,1,10,10,5,5,5,5,5,5,1,1,1,1
608115,608085,1,1,3,1,1,1,1,-0.004898541,-0.055686047,0.705499851,-0.49220687,1.162614663,0.632470555,0.391737047,5,4,8,4,5,6,5,1,7,7,6,6,5,7,5,5,5,5,5,5
608115,608085,1,1,3,1,1,2,1,-0.458467983,1.86269602,1.615702932,2.127294118,-0.981368487,-1.078354842,0.204200577,1,1,1,3,1,3,10,2,9,10,2,1,9,1,10,1,1,1,10,1
608115,608085,1,1,3,1,2,2,1,-0.314659175,0.426625263,0.430004971,-0.494375681,-1.099247053,-0.667916218,-0.29436572,10,8,7,5,5,8,8,2,4,7,8,3,7,1,1,1,1,1,8,1
608115,608085,1,1,3,1,2,1,1,-0.231683262,1.738343563,1.625962578,0.004898004,-1.033430538,-1.384140792,-1.393908581,1,10,10,1,1,10,9,1,10,5,10,1,10,1,1,1,1,1,1,1
608115,608085,1,1,3,1,2,2,1,-0.458467983,-0.412339757,-0.256953091,-0.093416674,0.715322922,0.740546515,0.768409052,6,6,5,5,5,6,5,2,5,6,6,6,5,6,6,5,5,5,6,6
608115,608085,1,1,3,1,1,1,1,0.852455003,0.952987305,0.383809357,-1.409398491,-0.593506122,-0.607315528,0.36232787,9,2,5,3,5,10,4,2,7,7,7,2,2,1,1,1,1,1,10,1
608115,608085,1,1,3,1,2,1,1,2.163377989,-3.228760042,0.495038377,-2.961632114,-1.033430538,-1.384140792,-1.393908581,1,5,1,5,10,5,5,1,5,5,5,5,5,1,1,1,1,1,1,1
608080,608010,1,1,3,2,2,1,1,-0.679405868,-2.098363846,-0.874998891,-2.384742768,-1.033430538,-1.384140792,-1.393908581,10,10,10,1,1,9,5,1,5,5,5,5,5,10,10,1,1,1,1,1
608080,608010,1,1,3,2,1,2,1,-0.458467983,-0.333537043,-0.222798766,-0.155398442,-0.862761522,0.466091797,0.459684195,5,5,5,5,6,8,4,1,9,9,2,5,2,6,5,2,2,2,9,1
608080,608010,1,1,3,2,1,2,1,-1.769390969,-0.896561295,-0.280731166,-0.521522017,0.668858628,0.438273389,0.514701988,3,8,5,5,5,7,3,1,5,5,5,5,5,5,5,5,5,5,5,5
608080,608010,1,1,3,2,2,1,1,-0.231683262,-3.006321447,-1.490383427,-2.623214364,-1.033430538,-1.384140792,-1.393908581,5,5,5,5,5,5,5,1,5,8,7,7,6,1,1,1,1,1,1,1
608080,608010,1,1,3,2,2,2,1,-0.288950075,1.274368791,-0.205807459,1.458267096,0.545685474,0.499021866,0.497041411,7,7,7,7,7,9,3,1,5,5,5,5,5,5,5,1,8,10,10,1
608080,608010,1,1,3,2,1,1,1,-1.275910671,1.86269602,1.615702932,2.127294118,-1.033430538,-1.384140792,-1.393908581,1,5,1,5,5,6,5,1,4,4,4,4,4,1,1,1,1,1,1,1
608080,608010,1,1,3,2,2,1,1,-0.679405868,-2.098363846,-0.874998891,-2.384742768,-1.033430538,-1.384140792,-1.393908581,10,10,10,1,1,9,5,1,5,5,5,5,5,10,10,1,1,1,1,1
608080,608010,1,1,3,2,1,1,1,-0.458467983,-0.848826711,1.00322413,-0.559758474,-0.809098553,-1.345163647,-0.024899472,8,9,1,1,1,5,5,1,5,5,5,5,5,5,5,5,4,4,5,4
608080,608010,1,1,3,2,1,2,1,0.216039345,0.122199953,0.576668482,0.38262126,0.92690384,0.291393154,0.043485307,6,6,7,6,5,8,3,3,7,8,3,7,8,6,4,4,5,3,6,4
608080,608010,1,1,3,2,1,2,1,-0.458467983,-0.81492121,-0.306931542,-0.513358635,-1.024270761,-1.307125846,-1.168804603,2,5,5,5,5,8,5,1,10,10,10,5,5,1,2,2,3,2,2,2
608080,608013,1,1,5,2,1,1,1,-0.004898541,0.937979802,0.957864634,-0.695179774,-0.029126034,-0.480326605,3.097566617,2,3,6,2,2,9,2,1,10,8,7,6,10,7,2,2,1,1,10,10
608080,608013,1,1,5,2,1,1,1,-0.829061511,0.619854152,0.903415385,0.165740032,2.491854912,1.578086516,2.185391055,10,5,1,2,5,3,4,1,10,6,6,1,2,8,7,6,6,7,7,7
608080,608013,1,1,5,2,1,2,1,-1.625582161,-0.65936108,-2.273628316,-1.705870235,-0.641424805,-0.571743733,-1.3415133,6,6,1,1,1,6,6,1,6,6,1,7,1,1,6,6,6,1,1,1
608080,608013,1,1,5,2,2,2,1,0.093152575,0.472862806,1.577679392,1.466256931,-1.146998671,-1.262534397,-0.508476392,10,10,1,9,1,10,10,1,10,10,10,3,1,1,1,1,1,1,10,1
608080,608013,1,1,5,2,1,2,1,-0.256518915,-0.194478218,1.05520711,1.732017798,1.227335833,2.347667519,0.262815013,5,1,1,1,1,10,10,2,1,1,10,2,10,1,8,2,1,9,10,3
608080,608013,1,1,5,2,3,2,1,0.362540786,0.152709351,0.958067758,-1.575299969,1.223987743,1.013657473,2.150763512,1,1,3,6,2,1,9,1,10,5,4,2,1,2,10,1,8,1,2,10
608080,608013,1,1,5,2,2,1,1,-0.458467983,0.230216629,1.444185347,0.741823058,-0.479604595,1.525684288,0.340071228,1,5,5,5,5,5,5,2,5,9,10,10,10,1,10,1,1,1,10,1
608080,608013,1,1,5,2,1,2,1,-1.625582161,0.288600943,0.013775563,0.34220356,-0.763610713,0.67578491,-1.084049478,3,4,5,5,5,6,3,1,2,6,1,3,5,5,6,1,1,5,1,2
608080,608013,1,1,5,2,1,1,1,0.708646196,-1.352831579,-1.208824803,-0.171333522,-0.978753542,-1.009082933,-1.092586806,5,8,1,5,1,8,5,1,7,8,5,8,2,5,3,1,1,1,1,1
608080,608013,1,1,5,2,2,2,1,-0.641314199,1.495697386,1.492468534,-0.719535868,-1.033430538,-1.384140792,-1.393908581,1,1,1,1,1,10,1,2,10,10,10,10,1,1,1,1,1,1,1,1
608080,608039,1,1,5,2,1,2,1,0.852455003,-0.969739022,-1.042117605,-0.587643872,-1.033430538,-1.384140792,-1.393908581,5,5,5,5,5,8,5,1,5,5,5,5,5,1,1,1,1,1,1,1
608080,608039,1,1,5,2,1,2,1,-0.458467983,-0.969739022,-1.042117605,-0.587643872,-1.033430538,-1.384140792,-1.393908581,1,5,5,5,5,7,5,1,7,5,5,5,5,1,1,1,1,1,1,1
608080,608039,1,1,5,2,1,2,1,-0.276567506,0.663267468,0.226088693,0.38003013,-1.032588539,-1.295711649,-1.378864362,10,8,5,5,5,7,6,1,6,6,6,6,6,1,2,1,1,1,1,1
608080,608039,1,1,5,2,1,2,1,-1.361579218,-0.273415428,-0.361480037,-1.659668763,1.015856844,1.632025372,0.4438348,5,10,5,4,5,6,4,1,10,6,1,3,10,1,6,10,6,5,6,6
608080,608039,1,1,5,2,1,2,1,-0.458467983,-0.969739022,-1.042117605,-0.587643872,-1.033430538,-1.384140792,-1.393908581,5,5,5,5,5,5,5,1,5,5,5,5,5,1,1,1,1,1,1,1
608080,608039,1,1,5,2,1,1,1,-0.418557127,1.149582285,-0.032642901,0.065082144,0.678236695,0.491179343,0.446066973,8,5,7,10,5,7,6,3,8,9,7,4,6,6,6,1,5,5,4,5
608080,608039,1,1,5,2,1,2,1,-1.769390969,-0.740373413,0.635873003,-0.451263973,0.253955046,-1.169216469,-0.17092937,8,8,2,1,1,1,1,1,10,10,10,10,10,4,5,5,5,4,4,4
608080,608039,1,1,5,2,1,1,1,1.997773697,-0.774010995,-0.704271099,0.360327598,2.596270304,0.734315475,0.541879821,9,9,10,10,1,10,2,3,10,5,9,5,10,10,4,4,9,10,4,5
608080,608039,1,1,5,2,1,2,1,0.949560379,1.846859695,1.273814145,2.095267238,-0.428560948,-0.792343669,-0.114900747,10,1,1,1,1,9,10,1,9,10,10,1,10,1,10,10,10,10,1,1
608080,608039,1,1,5,2,1,2,1,-0.782430373,-2.83429724,-0.231890471,-2.52092944,-0.607858247,-0.928537247,-0.916755938,5,5,5,5,5,8,9,1,5,5,5,5,5,2,2,2,2,2,2,2
608080,608065,1,1,5,2,1,2,1,-0.314659175,-0.212329699,-0.65860979,-1.020709557,-1.033430538,-1.384140792,-1.393908581,10,10,8,3,5,8,10,1,10,7,6,3,5,2,1,1,1,1,1,1
608080,608065,1,1,5,2,1,1,1,-0.60227679,0.106572005,0.909553086,0.012777001,1.618112987,0.390020145,3.065276307,5,5,5,5,5,10,5,2,10,5,5,5,10,10,1,10,10,5,10,10
608080,608065,1,1,5,2,2,2,1,-0.458467983,1.86269602,1.615702932,2.127294118,-1.033430538,-1.384140792,-1.393908581,1,10,10,1,1,10,1,3,1,10,10,10,10,10,10,1,1,1,1,1
608080,608065,1,1,5,2,1,1,1,-1.769390969,1.808774647,1.586037589,1.966308813,1.724084057,0.984795708,-0.268244079,10,10,10,9,1,6,10,1,8,10,7,9,10,5,1,5,5,4,4,5
608080,608065,1,1,5,2,1,2,1,-0.642187646,0.946434545,-0.289232802,1.271421181,-0.364202612,2.317049837,1.523818861,1,10,10,1,10,10,10,3,10,7,5,5,10,1,10,1,1,10,10,10
608080,608065,1,1,5,2,1,1,1,-0.458467983,-0.885641592,1.254728356,-2.14976017,-0.980437541,-1.185941221,-1.122675243,10,10,10,1,1,5,10,2,5,6,6,4,7,5,1,1,1,1,1,1
608080,608065,1,1,5,2,2,1,1,0.358974705,-1.739865227,-0.765096492,-3.055258248,-1.106359828,-0.055166613,-1.195652975,1,10,10,10,10,6,5,1,10,10,1,-1,10,10,10,1,1,10,1,1
608080,608065,1,1,5,2,1,1,1,0.852455003,-0.076882711,0.107604506,0.148183455,-1.032596265,-1.308752221,-0.759238264,6,8,5,9,5,10,10,1,6,8,6,6,6,1,8,1,1,1,5,1
608080,608065,1,1,5,2,2,1,1,0.708646196,0.941269745,1.219904961,0.451715928,1.481038349,0.793994949,2.74306175,8,7,6,5,2,10,1,2,10,3,5,8,3,4,4,4,5,6,10,10
608080,608065,1,1,5,2,2,2,1,-0.458467983,1.86269602,1.615702932,2.127294118,-1.033430538,-1.384140792,-1.393908581,10,10,10,1,10,1,10,2,10,10,10,1,10,10,1,1,1,1,1,1
608096,608046,3,2,3,1,1,2,1,-0.990985689,0.01489746,-0.314940827,-0.204281207,-0.191632335,0.13298089,0.596954676,8,7,7,5,6,5,7,1,6,6,5,7,7,9,5,1,6,5,4,6
608096,608046,3,2,3,1,1,1,1,0.074923171,-0.02789983,-1.703999271,-0.451534565,-0.681824957,-0.274062472,-0.050037398,2,10,2,4,2,7,5,1,10,5,7,6,6,5,4,4,3,4,6,5
608096,608046,3,2,3,1,1,1,1,1.709808547,-0.577258301,-0.582225013,-0.71731002,-0.816834483,0.376201557,-0.10863704,5,2,5,5,6,10,5,1,7,7,6,5,5,7,5,1,1,5,6,5
608096,608046,3,2,3,1,1,2,1,0.482734922,-0.543965434,-0.095251631,0.120794865,-0.303453976,-0.278044833,-0.533908525,7,5,6,8,7,5,6,1,6,5,8,3,5,7,6,3,4,5,5,3
608096,608046,3,2,3,1,2,1,1,-0.191772406,0.943853456,-0.341068028,-0.474876365,-1.033430538,-1.384140792,-1.393908581,10,10,9,6,1,10,10,2,5,10,5,5,1,1,1,1,1,1,1,1
608096,608046,3,2,3,1,1,1,1,-0.314659175,-0.573122352,-0.125705898,-0.149295069,-0.898351751,0.12709572,0.825172802,1,8,3,3,1,6,8,3,6,6,5,5,5,5,5,1,1,1,10,5
608096,608046,3,2,3,1,1,2,1,0.358974705,-0.941996625,-0.882340033,-1.526794843,-0.776261636,-0.124490914,-0.198001238,2,8,5,8,2,7,8,2,7,5,5,3,5,2,3,1,1,1,4,3
608096,608046,3,2,3,1,1,1,1,0.095845209,0.045351477,0.038909007,0.134007241,-0.519976385,0.84365835,0.561503943,8,8,9,8,8,8,7,1,7,8,6,5,6,6,7,7,7,5,7,5
608096,608046,3,2,3,1,1,1,1,0.442824066,0.307796394,0.42670669,0.565319022,-0.57943644,-0.645107802,-1.222755945,8,8,7,6,5,8,7,2,6,7,7,5,5,5,5,1,2,3,1,1
608096,608046,3,2,3,1,1,2,1,1.609938244,-0.406545697,-0.516633531,-0.546506759,-0.708158269,-0.1837191,-0.503495629,6,7,7,6,3,9,8,2,7,8,7,5,3,3,4,2,4,5,3,4
608096,608071,5,3,4,1,2,2,1,-0.089693641,-0.244023011,-0.879406631,-0.323404726,1.909355057,1.178808403,0.766964441,2,5,5,8,1,8,8,1,7,7,6,9,5,8,7,5,4,4,5,5
608096,608071,5,3,4,1,1,1,1,-0.458467983,0.046291862,-0.301617775,-1.151955067,0.848015239,0.526363576,1.339841704,6,7,4,6,3,7,7,2,6,5,4,7,5,4,7,6,7,4,7,8
608096,608071,5,3,4,1,2,2,1,0.996263811,-0.473963641,1.200230616,0.469917241,-0.091624832,-0.442969692,0.223321196,5,5,5,4,8,10,9,2,7,7,5,8,5,5,5,1,1,1,5,1
608096,608071,5,3,4,1,2,2,1,1.260266754,0.551063145,-0.208563744,0.079610386,1.674550656,1.585787057,0.374165687,6,7,4,1,1,8,8,1,7,7,4,10,4,7,4,3,6,3,5,8
608096,608071,5,3,4,1,2,2,1,0.76947909,-0.648312765,0.288509885,-0.424561002,0.262634563,0.090545511,0.327565028,9,9,9,4,4,5,5,1,5,7,6,6,5,4,4,4,4,4,5,4
608096,608071,5,3,4,1,2,2,1,1.611757431,-0.077870757,0.148442194,0.826291372,1.269240471,1.087687339,-0.846781128,8,5,3,5,3,10,8,1,3,3,1,3,2,5,6,8,5,3,1,1
608096,608071,5,3,4,1,2,2,1,1.03530122,-0.672305842,0.98579039,-0.658247254,2.026920514,0.641585031,0.589539081,10,5,5,5,5,9,7,2,7,8,4,4,5,7,4,7,7,9,5,7
608096,608071,5,3,4,1,1,1,1,1.364164706,-0.097031863,-0.509230007,-0.403094051,0.982132217,0.506582066,0.574854512,5,6,7,6,6,6,6,2,5,5,6,4,7,5,5,4,4,3,6,6
608096,608071,5,3,4,1,2,1,1,0.813417594,0.433517906,0.340965429,1.198245728,0.835185572,0.859539909,0.15736182,8,10,10,3,2,4,7,1,9,8,8,5,5,8,9,10,5,1,10,5
608096,608071,5,3,4,1,1,1,1,0.359848152,0.357286023,1.352943109,0.001739843,2.296816885,2.12797031,2.231766129,6,8,6,5,1,7,7,3,7,7,7,6,5,6,6,7,7,6,6,10
608096,608071,5,3,4,1,1,1,1,0.216039345,-0.2264859,-0.976265467,-0.111323291,0.965058626,0.907522685,0.371823059,8,6,7,7,5,8,5,2,5,5,7,6,5,5,6,5,5,6,6,4
608096,608071,5,3,4,1,1,2,1,0.910595264,0.152260385,-0.084874692,-1.09993814,0.273953042,1.541173761,0.275175019,1,6,1,3,2,7,8,2,2,7,1,3,1,1,7,8,8,3,4,3
608096,608071,5,3,4,1,1,2,1,-0.458467983,-0.861474973,-0.789382504,-0.293762459,0.511132427,1.024799467,0.528777737,8,8,6,5,7,6,9,1,5,7,6,6,7,5,6,7,6,5,7,4
608096,608071,5,3,4,1,1,1,1,1.156368802,-0.459136704,-0.517578278,0.179339175,0.293606784,0.233797119,0.198387068,8,7,9,6,6,10,9,2,9,7,6,7,5,5,3,2,1,1,5,4
608096,608071,5,3,4,1,1,1,1,-0.335581213,-0.010993577,-0.695141194,-0.526684852,-0.72337378,-0.931057702,-0.406772462,6,6,7,6,3,10,7,2,7,7,6,6,6,7,7,3,3,4,5,3
608096,608071,5,3,4,1,1,2,1,1.03435548,0.487185801,-0.360419567,-0.306037379,-0.953933433,-0.58530927,-0.230576033,7,7,8,4,1,10,5,1,8,8,6,6,2,4,2,1,1,1,5,1
608096,608071,5,3,4,1,2,2,1,-1.21777041,0.182643379,0.029498801,-0.250269174,-0.0096351,0.476024464,0.264503064,8,6,5,7,2,7,7,2,6,7,5,4,6,2,4,3,5,6,8,4
608096,608071,5,3,4,1,1,2,1,0.216039345,0.823305379,0.447409803,0.54665459,-1.002648755,-0.680440803,-0.272528224,8,9,9,7,5,8,5,2,8,7,9,9,9,7,9,2,2,2,6,1
608096,608071,5,3,4,1,2,1,1,-0.314659175,-0.358335586,-1.064503484,-1.158987928,0.278557715,-0.209232025,0.111605821,8,3,6,4,4,4,3,3,5,9,4,7,3,6,5,5,4,3,4,4
608096,608071,5,3,4,1,1,2,1,0.405605844,-0.966733851,-0.290488002,-0.394830194,1.154080741,0.106314277,1.547357837,6,8,7,2,4,3,5,2,7,8,7,5,5,6,4,4,5,5,7,6
608139,608004,5,3,4,1,1,2,1,-0.970177685,-0.856880827,-1.525070852,-1.120890427,1.003695743,0.689046873,0.875230192,2,4,7,7,3,8,10,2,7,4,7,4,6,4,6,6,4,6,6,6
608139,608004,5,3,4,1,2,2,1,0.85332845,0.136080279,0.556417015,-1.07645904,0.771351431,0.796466942,0.31046247,1,9,1,9,1,5,3,2,9,5,5,10,5,9,1,1,1,1,1,1
608139,608004,5,3,4,1,1,1,1,0.994444624,-0.810307649,-1.092260271,-0.814902578,0.239216058,0.862306028,0.332578626,5,6,7,5,7,8,6,2,5,5,4,4,3,7,4,5,6,3,4,5
608139,608004,5,3,4,1,1,2,1,-1.337964546,1.201111852,1.444090386,0.375306227,1.72802367,0.39951708,1.015261625,5,4,9,3,4,5,5,1,10,10,8,5,10,9,7,5,9,9,5,5
608139,608004,5,3,4,1,1,2,1,-0.458467983,-0.998400144,0.607995644,-0.749480083,0.55387098,0.089153719,-0.730725169,10,10,10,1,3,10,8,2,10,10,10,8,1,10,1,1,10,8,1,1
608139,608004,5,3,4,1,2,2,1,0.093152575,-1.16298496,0.883426894,-0.617292838,2.00389959,1.262095483,0.908433186,10,9,5,1,1,3,2,1,9,9,5,5,5,5,3,10,9,10,4,4
608139,608004,5,3,4,1,2,2,1,-0.458467983,-0.493875631,0.499428087,-1.680077711,-0.477187496,-0.547518498,-0.1564202,2,9,9,2,2,2,9,2,8,8,8,8,2,8,2,2,8,9,2,8
608139,608004,5,3,4,1,1,2,1,1.772849903,-1.106371639,-1.01952689,-0.502396337,0.944029097,0.643331215,0.50101427,4,7,5,4,5,7,5,2,6,7,5,8,5,4,5,5,7,4,4,7
